,상호명,행정동명,행정동코드
15000,금가옛날찜갈비,구로4동,1153055000
15001,감자탕생고기,구로4동,1153055000
15002,한우마당,구로4동,1153055000
15003,즉석우동·짜장,구로4동,1153055000
15004,정이호프,구로4동,1153055000
15005,원스스터디카페,구로4동,1153055000
15006,한돌뷔페,구로4동,1153055000
15007,배스킨라빈스31남구로점,구로4동,1153055000
15008,분원왕만두,구로4동,1153055000
15009,삼겹살,구로4동,1153055000
15010,야래향,구로4동,1153055000
15011,시흥집,구로4동,1153055000
15012,부안집,구로4동,1153055000
15013,최반장발발이추억,구로4동,1153055000
15014,쥬뚜숯불구이,구로4동,1153055000
15015,성원진주콩나물밥,구로4동,1153055000
15016,찹쌀순대,구로4동,1153055000
15017,웰빙장충동한방족발,구로4동,1153055000
15018,전라도식당,구로4동,1153055000
15019,뷰티플건강&coffee,구로4동,1153055000
15020,몰빵,구로4동,1153055000
15021,엠커피카페,구로4동,1153055000
15022,야쿠야쿠,구로4동,1153055000
15023,강정이기가막혀구로점,구로4동,1153055000
15024,부엌,구로4동,1153055000
15025,진민네,구로4동,1153055000
15026,자여느향,구로4동,1153055000
15027,웅이네오돌뼈,구로4동,1153055000
15028,병천순대,구로4동,1153055000
15029,흥왕면식,구로4동,1153055000
15030,봉구비어,구로4동,1153055000
15031,오복사철탕,구로4동,1153055000
15032,YB양꼬치구이점,구로4동,1153055000
15033,동해해물탕,구로4동,1153055000
15034,곰바위,삼성1동,1168058000
15035,달봉이치즈등갈비본사,삼성1동,1168058000
15036,본죽,삼성1동,1168058000
15037,태풍참치삼성본점,삼성1동,1168058000
15038,던킨도너츠,삼성1동,1168058000
15039,도모다찌,삼성1동,1168058000
15040,종인이네만두,삼성1동,1168058000
15041,브래서리,삼성1동,1168058000
15042,스타벅스,삼성1동,1168058000
15043,우사미,삼성1동,1168058000
15044,현대그린푸드,삼성1동,1168058000
15045,다소반,삼성1동,1168058000
15046,송정민물장어,삼성1동,1168058000
15047,엔제리너스,삼성1동,1168058000
15048,황소곱창,삼성1동,1168058000
15049,이조복집,삼성1동,1168058000
15050,멘뮤샤,삼성1동,1168058000
15051,BHC치킨,삼성1동,1168058000
15052,할리스,삼성1동,1168058000
15053,하꼬야,삼성1동,1168058000
15054,폴바셋코엑스몰점,삼성1동,1168058000
15055,더브라운,삼성1동,1168058000
