,상호명,행정동명,행정동코드
24000,역전우동0410회기역점,휘경1동,1123072000
24001,본죽,휘경1동,1123072000
24002,태능식당,휘경1동,1123072000
24003,홍곱창,휘경1동,1123072000
24004,홍야채곱창족발,휘경1동,1123072000
24005,모녀칼국수,휘경1동,1123072000
24006,회기호프,휘경1동,1123072000
24007,가정식부페식당,휘경1동,1123072000
24008,정성서울국수집,휘경1동,1123072000
24009,성미칼국수보쌈,휘경1동,1123072000
24010,영사미,휘경1동,1123072000
24011,고봉민김밥인장지역점,장지동,1171064600
24012,마포소금구이,장지동,1171064600
24013,THECORNER103,장지동,1171064600
24014,오구오구문정1호점,장지동,1171064600
24015,등촌샤브칼국수문정점,장지동,1171064600
24016,예담떡방,장지동,1171064600
24017,마포식당,장지동,1171064600
24018,신전떡볶이문정점,장지동,1171064600
24019,복돼지,장지동,1171064600
24020,샹하이,장지동,1171064600
24021,심야,장지동,1171064600
24022,엘리펀트푸드,장지동,1171064600
24023,장지떡방아간,장지동,1171064600
24024,브라운칩,장지동,1171064600
24025,커피집,장지동,1171064600
24026,8THST,장지동,1171064600
24027,해프닝,장지동,1171064600
24028,풍천장어,장지동,1171064600
24029,스무디킹,장지동,1171064600
24030,강남곱창이야기,장지동,1171064600
24031,홍팥집,장지동,1171064600
24032,명가꼬마김밥,장지동,1171064600
24033,한돈마당,장지동,1171064600
24034,시루나무,장지동,1171064600
24035,와플대학,장지동,1171064600
24036,가나베이커리,장지동,1171064600
24037,올리버브라운,장지동,1171064600
24038,풍천장어마을,장지동,1171064600
24039,고향산천고기뷔페,장지동,1171064600
24040,버거킹,장지동,1171064600
24041,요리어때,장지동,1171064600
24042,글리와포차,장지동,1171064600
24043,해우리에프앤씨,장지동,1171064600
24044,가든족발,장지동,1171064600
24045,피자스쿨,장지동,1171064600
24046,연백냉면,장지동,1171064600
24047,iriro이리로,장지동,1171064600
24048,피자헛,장지동,1171064600
24049,기맨정스시,장지동,1171064600
24050,T-Three,장지동,1171064600
24051,정성한줄,장지동,1171064600
24052,하루,장지동,1171064600
24053,하늘향기,장지동,1171064600
24054,BBQ치킨파인타운점,장지동,1171064600
24055,더스테이크카페,장지동,1171064600
24056,머꾸더머꾸,장지동,1171064600
24057,이디야커피,장지동,1171064600
24058,미소락,장지동,1171064600
24059,네네치킨,장지동,1171064600
24060,문가네정육식당,장지동,1171064600
24061,문덕분식,장지동,1171064600
24062,종로상회,장지동,1171064600
24063,헬로우커피,장지동,1171064600
24064,핸디커피,장지동,1171064600
24065,교촌치킨,장지동,1171064600
24066,갤러리카페커피집,장지동,1171064600
24067,"마산아구찜,탕",장지동,1171064600
24068,꽃담은,장지동,1171064600
24069,씨즐,장지동,1171064600
24070,낭만포차,장지동,1171064600
24071,셰프클라쓰,장지동,1171064600
24072,지코바양념치킨,장지동,1171064600
24073,왕대박칼국수,장지동,1171064600
24074,TenderTurtle,장지동,1171064600
24075,문정시영아파트관리소,장지동,1171064600
24076,SM푸드,장지동,1171064600
24077,BHC치킨,장지동,1171064600
24078,이디야커피,장지동,1171064600
24079,단향치킨,장지동,1171064600
24080,조광,장지동,1171064600
24081,대복집,장지동,1171064600
24082,동이네분식,장지동,1171064600
24083,리프레쉬커피,장지동,1171064600
24084,토리헤어,장지동,1171064600
24085,장지골양곱창집,장지동,1171064600
24086,내담뽈찜,장지동,1171064600
24087,더브리즈커피,장지동,1171064600
24088,김밥천국,장지동,1171064600
24089,윤이네촌국수,장지동,1171064600
24090,카페이탈리코,장지동,1171064600
24091,롯데리아올림픽공원점,오륜동,1171056600
24092,랑데부,오륜동,1171056600
24093,서울올림픽파크텔커피숍,오륜동,1171056600
24094,오르소,오륜동,1171056600
24095,씨제이푸드빌빕스올림픽공원점,오륜동,1171056600
24096,해사랑,오륜동,1171056600
24097,포메인,오륜동,1171056600
24098,CJ푸드빌차이나팩토리,오륜동,1171056600
24099,올림픽독서실,오륜동,1171056600
24100,엔제리너스,오륜동,1171056600
24101,파리바게뜨올림픽점,오륜동,1171056600
24102,전국낙지자랑,오륜동,1171056600
24103,본죽,오륜동,1171056600
24104,파스쿠찌,오륜동,1171056600
24105,명가통닭,오륜동,1171056600
24106,1shotincoffee,오륜동,1171056600
24107,투썸플레이스,오륜동,1171056600
24108,샌드리아,오륜동,1171056600
24109,엠케이펍,오륜동,1171056600
24110,60계치킨올림픽공원역점,오륜동,1171056600
24111,빕스,오륜동,1171056600
24112,도피오커피,오륜동,1171056600
24113,송이네분식,오륜동,1171056600
24114,pepperlunch,오륜동,1171056600
24115,동보성,오륜동,1171056600
24116,바른치킨,오륜동,1171056600
24117,함초밥,오륜동,1171056600
24118,다랑,오륜동,1171056600
24119,큰수커피,오륜동,1171056600
24120,커피빈,오륜동,1171056600
24121,손이가식당,오륜동,1171056600
24122,리나,오륜동,1171056600
24123,아비꼬,오륜동,1171056600
24124,뚜레쥬르,오륜동,1171056600
24125,파리크라상키친올림픽공원점,오륜동,1171056600
24126,낙원떡집,오륜동,1171056600
24127,송이네분식,오륜동,1171056600
24128,커핀그루나루,오륜동,1171056600
24129,CafeSopia커피볶는집,오륜동,1171056600
