Unnamed: 0,상호명,행정동명,행정동코드,naver_keyword,naver_map_url,naver_visitor_review_qty,naver_star_point,naver_blog_review_qty
10794,박리김밥,창2동,1132051200,창2동%20박리김밥,https://m.place.naver.com/restaurant/1659527451,"1,014",4.37,5
10796,창동조개일번지,창2동,1132051200,창2동%20창동조개일번지,https://m.place.naver.com/restaurant/1923094788,275,4.43,42
10797,명성칼국수,창2동,1132051200,창2동%20명성칼국수,https://m.place.naver.com/restaurant/1245808609,157,4.79,9
10799,베리베리굿,창2동,1132051200,창2동%20베리베리굿,https://m.place.naver.com/restaurant/1267865644,null,null,null
10800,헬로우파스타,창2동,1132051200,창2동%20헬로우파스타,https://m.place.naver.com/restaurant/37269066,null,null,null
10803,돼지천만마리,창2동,1132051200,창2동%20돼지천만마리,https://m.place.naver.com/restaurant/38514357,null,null,null
10804,민셰프,창2동,1132051200,창2동%20민셰프,https://m.place.naver.com/restaurant/1030612909,null,null,null
10806,최고의오리,창2동,1132051200,창2동%20최고의오리,https://m.place.naver.com/restaurant/1014309820,217,4.45,4
10808,공감호프치킨&골뱅이,창2동,1132051200,창2동%20공감호프치킨&골뱅이,https://m.place.naver.com/restaurant/1826834788,81,4.4,1
10810,도참치,창2동,1132051200,창2동%20도참치,https://m.place.naver.com/restaurant/1744392435,166,4.42,44
10812,진한족발,창2동,1132051200,창2동%20진한족발,https://m.place.naver.com/restaurant/20873985,null,null,null
10813,일미집,창2동,1132051200,창2동%20일미집,https://m.place.naver.com/restaurant/1153306002,null,null,null
10815,청어랑,창2동,1132051200,창2동%20청어랑,https://m.place.naver.com/restaurant/1478375131,null,null,null
10816,내사랑호프,창2동,1132051200,창2동%20내사랑호프,https://m.place.naver.com/restaurant/1263944830,null,null,null
10817,모모,창2동,1132051200,창2동%20모모,https://m.place.naver.com/restaurant/1115917631,56,4.28,9
10818,갓치킨,창2동,1132051200,창2동%20갓치킨,https://m.place.naver.com/restaurant/1755369291,247,4.34,9
10819,송림순대집,창2동,1132051200,창2동%20송림순대집,https://m.place.naver.com/restaurant/18320617,133,4.28,8
10821,족돈&족참,창2동,1132051200,창2동%20족돈&족참,https://m.place.naver.com/restaurant/1123657239,631,4.32,75
10822,봄봄커피숍,창2동,1132051200,창2동%20봄봄커피숍,https://m.place.naver.com/restaurant/1441460438,null,null,null
10823,카페,창2동,1132051200,창2동%20카페,https://m.place.naver.com/restaurant/1287792550,"1,197",4.41,731
10824,신창시장족발,창2동,1132051200,창2동%20신창시장족발,https://m.place.naver.com/restaurant/33292765,464,4.42,7
10825,해밀,창2동,1132051200,창2동%20해밀,https://m.place.naver.com/restaurant/1235669927,195,4.29,2
10826,뚜껑집부대찌개,창2동,1132051200,창2동%20뚜껑집부대찌개,https://m.place.naver.com/restaurant/1098644661,null,null,null
10827,88옛날통닭,창2동,1132051200,창2동%2088옛날통닭,https://m.place.naver.com/restaurant/1442409281,361,4.24,7
10828,꽃돼지,창2동,1132051200,창2동%20꽃돼지,https://m.place.naver.com/restaurant/1314174801,115,4.45,111
10830,온양식당,당산1동,1156055000,당산1동%20온양식당,https://m.place.naver.com/restaurant/30886700,null,null,null
10831,초록바다,당산1동,1156055000,당산1동%20초록바다,https://m.place.naver.com/restaurant/30886809,null,null,null
10832,가화,당산1동,1156055000,당산1동%20가화,https://m.place.naver.com/restaurant/20717772,53,4.5,23
10834,수,당산1동,1156055000,당산1동%20수,https://m.place.naver.com/restaurant/1471655075,null,null,null
10835,이모네치킨호프,당산1동,1156055000,당산1동%20이모네치킨호프,https://m.place.naver.com/restaurant/18597212,38,4,3
10836,배스킨라빈스31영등포구청점,당산1동,1156055000,당산1동%20배스킨라빈스31영등포구청점,https://m.place.naver.com/restaurant/11782299,"2,016",4.48,16
10837,모로미쿠시,당산1동,1156055000,당산1동%20모로미쿠시,https://m.place.naver.com/restaurant/37259685,48,4.28,34
10838,굽네치킨,당산1동,1156055000,당산1동%20굽네치킨,https://m.place.naver.com/restaurant/1794051141,null,null,null
10841,커피디셈버,당산1동,1156055000,당산1동%20커피디셈버,https://m.place.naver.com/restaurant/38705374,197,4.47,17
10842,까치,당산1동,1156055000,당산1동%20까치,https://m.place.naver.com/restaurant/1564120216,"1,256",4.26,23
10847,보까,당산1동,1156055000,당산1동%20보까,https://m.place.naver.com/restaurant/33211112,128,4.46,2
10849,파리바게뜨영등포구청점,당산1동,1156055000,당산1동%20파리바게뜨영등포구청점,https://m.place.naver.com/restaurant/11689994,"1,545",4.27,10
10850,고기명가,당산1동,1156055000,당산1동%20고기명가,https://m.place.naver.com/restaurant/1343067715,150,4.15,2
10851,카페베네영등포구청점,당산1동,1156055000,당산1동%20카페베네영등포구청점,https://m.place.naver.com/restaurant/21032270,900,4.3,15
10852,가마치통닭,당산1동,1156055000,당산1동%20가마치통닭,https://m.place.naver.com/restaurant/1210173257,311,4.41,4
10853,하노이별,당산1동,1156055000,당산1동%20하노이별,https://m.place.naver.com/restaurant/1730610938,583,4.49,85
10855,아지트,당산1동,1156055000,당산1동%20아지트,https://m.place.naver.com/restaurant/1673891882,null,null,null
10856,옥이네집밥,당산1동,1156055000,당산1동%20옥이네집밥,https://m.place.naver.com/restaurant/1699260939,94,4.2,2
10857,삼포가는길,당산1동,1156055000,당산1동%20삼포가는길,https://m.place.naver.com/restaurant/1879724383,486,4.36,18
10860,죽이야기,당산1동,1156055000,당산1동%20죽이야기,https://m.place.naver.com/restaurant/18600991,85,4.66,11
10861,황금회포차,당산1동,1156055000,당산1동%20황금회포차,https://m.place.naver.com/restaurant/1978187408,62,4.53,27
10862,서울반상,당산1동,1156055000,당산1동%20서울반상,https://m.place.naver.com/restaurant/1985876935,733,4.26,38
10863,오늘도구움,당산1동,1156055000,당산1동%20오늘도구움,https://m.place.naver.com/restaurant/1856903400,null,null,null
10865,로방,당산1동,1156055000,당산1동%20로방,https://m.place.naver.com/restaurant/1824947457,null,null,null
10866,코레일유통마성떡볶이,당산1동,1156055000,당산1동%20코레일유통마성떡볶이,https://m.place.naver.com/restaurant/1383311782,174,4.21,2
10867,스시우이,당산1동,1156055000,당산1동%20스시우이,https://m.place.naver.com/restaurant/1242516956,255,4.51,82
10868,파파존스피자,당산1동,1156055000,당산1동%20파파존스피자,https://m.place.naver.com/restaurant/1974815129,294,4.45,13
10869,국밥여행,당산1동,1156055000,당산1동%20국밥여행,https://m.place.naver.com/restaurant/1448077056,28,4.45,3
10870,피자샵,당산1동,1156055000,당산1동%20피자샵,https://m.place.naver.com/restaurant/419306302,294,4.4,18
10871,광명대창집,당산1동,1156055000,당산1동%20광명대창집,https://m.place.naver.com/restaurant/1168266697,607,4.63,222
10872,본죽영등포구청점,당산1동,1156055000,당산1동%20본죽영등포구청점,https://m.place.naver.com/restaurant/12987628,851,4.23,16
10873,카페분,당산1동,1156055000,당산1동%20카페분,https://m.place.naver.com/restaurant/1591814104,334,4.68,435
10875,삼통치킨영등포구청점,당산1동,1156055000,당산1동%20삼통치킨영등포구청점,https://m.place.naver.com/restaurant/21686560,450,4.37,59
10876,한양분식,당산1동,1156055000,당산1동%20한양분식,https://m.place.naver.com/restaurant/1430911577,79,4.48,1
10877,이서방칼국수,당산1동,1156055000,당산1동%20이서방칼국수,https://m.place.naver.com/restaurant/1149705661,109,4.1,1
10878,청정소갈비살,당산1동,1156055000,당산1동%20청정소갈비살,https://m.place.naver.com/restaurant/1043757686,168,4.33,111
10879,소림마라,당산1동,1156055000,당산1동%20소림마라,https://m.place.naver.com/restaurant/1724295601,180,4.57,18
10880,투썸플레이스,당산1동,1156055000,당산1동%20투썸플레이스,https://m.place.naver.com/restaurant/1896501804,231,4.66,13
10881,평창도토리매운칼국수,당산1동,1156055000,당산1동%20평창도토리매운칼국수,https://m.place.naver.com/restaurant/31422384,455,4.32,38
10886,육회한등갈비,당산1동,1156055000,당산1동%20육회한등갈비,https://m.place.naver.com/restaurant/37577914,190,4.22,56
10887,꼬치선생101,당산1동,1156055000,당산1동%20꼬치선생101,https://m.place.naver.com/restaurant/254793798,148,4.48,49
10888,오이삼계탕,당산1동,1156055000,당산1동%20오이삼계탕,https://m.place.naver.com/restaurant/37987437,459,4.29,21
10889,한우진곰탕,당산1동,1156055000,당산1동%20한우진곰탕,https://m.place.naver.com/restaurant/1570469413,278,4.14,32
10890,간이역,당산1동,1156055000,당산1동%20간이역,https://m.place.naver.com/restaurant/705817972,132,4.29,30
10891,종로할머니칼국수,당산1동,1156055000,당산1동%20종로할머니칼국수,https://m.place.naver.com/restaurant/1363431421,null,null,null
10893,카페,당산1동,1156055000,당산1동%20카페,https://m.place.naver.com/restaurant/1017456461,null,null,null
10894,죽이야기영등포구청점,당산1동,1156055000,당산1동%20죽이야기영등포구청점,https://m.place.naver.com/restaurant/18600991,85,4.66,11
10895,찜생찜사,당산1동,1156055000,당산1동%20찜생찜사,https://m.place.naver.com/restaurant/1487389006,188,4.34,66
10899,묘프,당산1동,1156055000,당산1동%20묘프,https://m.place.naver.com/restaurant/1617314529,160,4.73,157
10901,보현식당,당산1동,1156055000,당산1동%20보현식당,https://m.place.naver.com/restaurant/20628811,null,null,null
10904,열정,당산1동,1156055000,당산1동%20열정,https://m.place.naver.com/restaurant/1430258921,20,4.5,1
10905,블랙모티브,당산1동,1156055000,당산1동%20블랙모티브,https://m.place.naver.com/restaurant/792543435,50,4.41,2
10906,카페,당산1동,1156055000,당산1동%20카페,https://m.place.naver.com/restaurant/1017456461,null,null,null
10907,후라이드참잘하는집,당산1동,1156055000,당산1동%20후라이드참잘하는집,https://m.place.naver.com/restaurant/1529278171,235,4.48,31
10908,돈주는여자,당산1동,1156055000,당산1동%20돈주는여자,https://m.place.naver.com/restaurant/362769062,70,4.7,41
10910,신화식당,영등포동,1156053500,영등포동%20신화식당,https://m.place.naver.com/restaurant/18565597,113,4.26,2
10911,갈채,영등포동,1156053500,영등포동%20갈채,https://m.place.naver.com/restaurant/18559690,null,null,null
10912,유진참치회집,영등포동,1156053500,영등포동%20유진참치회집,https://m.place.naver.com/restaurant/33620755,101,4.31,10
10913,투투노래바,영등포동,1156053500,영등포동%20투투노래바,https://m.place.naver.com/restaurant/20820672,null,null,null
10914,페라리,영등포동,1156053500,영등포동%20페라리,https://m.place.naver.com/restaurant/20840122,null,null,null
10915,벤츠,영등포동,1156053500,영등포동%20벤츠,https://m.place.naver.com/restaurant/1021697160,null,null,null
10916,풍미정,영등포동,1156053500,영등포동%20풍미정,https://m.place.naver.com/restaurant/1146646674,null,null,null
10918,시장식당,영등포동,1156053500,영등포동%20시장식당,https://m.place.naver.com/restaurant/1297151082,118,4.27,7
10920,크로바분식,영등포동,1156053500,영등포동%20크로바분식,https://m.place.naver.com/restaurant/18560105,null,null,null
10922,포천이동갈비,영등포동,1156053500,영등포동%20포천이동갈비,https://m.place.naver.com/restaurant/18996575,274,4.26,23
11816,리얼파스타,목4동,1147054000,목4동%20리얼파스타,https://m.place.naver.com/restaurant/1912496730,515,4.47,100
11818,자연드림,목4동,1147054000,목4동%20자연드림,https://m.place.naver.com/restaurant/36444593,708,4.33,5
11819,장충한방족발,목4동,1147054000,목4동%20장충한방족발,https://m.place.naver.com/restaurant/1455456567,null,null,null
11820,초밥나라,목4동,1147054000,목4동%20초밥나라,https://m.place.naver.com/restaurant/37609060,349,4.71,11
11821,뚜레쥬르목4동점,목4동,1147054000,목4동%20뚜레쥬르목4동점,https://m.place.naver.com/restaurant/13403366,646,4.29,2
11822,친구야,목4동,1147054000,목4동%20친구야,https://m.place.naver.com/restaurant/20906989,null,null,null
11825,샵,목4동,1147054000,목4동%20샵,https://m.place.naver.com/restaurant/37370153,null,null,null
11826,오돌뼈앤닭발,목4동,1147054000,목4동%20오돌뼈앤닭발,https://m.place.naver.com/restaurant/37046113,81,4.49,7
11827,투스푼,목4동,1147054000,목4동%20투스푼,https://m.place.naver.com/restaurant/32520452,13,4.6,8
11828,그집,목4동,1147054000,목4동%20그집,https://m.place.naver.com/restaurant/1600680669,129,4.23,22
11830,커피에진심을담다,목4동,1147054000,목4동%20커피에진심을담다,https://m.place.naver.com/restaurant/1766554065,187,4.71,210
11831,빅스타피자,목4동,1147054000,목4동%20빅스타피자,https://m.place.naver.com/restaurant/1081010172,55,4.51,1
11832,목동생고기,목4동,1147054000,목4동%20목동생고기,https://m.place.naver.com/restaurant/12880672,520,4.34,110
11833,감탄떡볶이신목동점,목4동,1147054000,목4동%20감탄떡볶이신목동점,https://m.place.naver.com/restaurant/13578809,347,4.34,2
11838,누릉지통닭구이,목4동,1147054000,목4동%20누릉지통닭구이,https://m.place.naver.com/restaurant/37101367,209,4.5,49
11840,떡볶이샵,목4동,1147054000,목4동%20떡볶이샵,https://m.place.naver.com/restaurant/1434097022,326,4.64,9
11841,라,목4동,1147054000,목4동%20라,https://m.place.naver.com/restaurant/1107420743,null,null,null
11842,쥬씨강서고점,목4동,1147054000,목4동%20쥬씨강서고점,https://m.place.naver.com/restaurant/1167364462,382,4.31,1
11844,맑음,목4동,1147054000,목4동%20맑음,https://m.place.naver.com/restaurant/38459922,null,null,null
11845,후라이드참잘하는집,목4동,1147054000,목4동%20후라이드참잘하는집,https://m.place.naver.com/restaurant/37018404,280,4.44,45
11846,정광균의순수한빵생활,목4동,1147054000,목4동%20정광균의순수한빵생활,https://m.place.naver.com/restaurant/1802306588,217,4.4,36
11847,"cafe,미",목4동,1147054000,"목4동%20cafe,미",https://m.place.naver.com/restaurant/1990833871,null,null,null
11849,다코기,목4동,1147054000,목4동%20다코기,https://m.place.naver.com/restaurant/1110042569,227,4.27,8
11850,홍어마을,목4동,1147054000,목4동%20홍어마을,https://m.place.naver.com/restaurant/1190103402,14,4.67,1
11851,엄마밥상,목4동,1147054000,목4동%20엄마밥상,https://m.place.naver.com/restaurant/1323743847,64,3.96,2
11852,History,목4동,1147054000,목4동%20History,https://m.place.naver.com/restaurant/1854642782,117,4.51,3
11853,목동회수산,목4동,1147054000,목4동%20목동회수산,https://m.place.naver.com/restaurant/1738106662,131,4.34,15
11854,봉구비어,목4동,1147054000,목4동%20봉구비어,https://m.place.naver.com/restaurant/1480404811,null,null,null
11855,임꺽정김치찌개,목4동,1147054000,목4동%20임꺽정김치찌개,https://m.place.naver.com/restaurant/1860655700,152,4.3,6
11856,케이6송탄부대찌개,목4동,1147054000,목4동%20케이6송탄부대찌개,https://m.place.naver.com/restaurant/1097860274,291,4.16,14
11857,바다회집,목4동,1147054000,목4동%20바다회집,https://m.place.naver.com/restaurant/37578261,528,4.26,12
11858,빈s치킨,목4동,1147054000,목4동%20빈s치킨,https://m.place.naver.com/restaurant/1826473440,null,null,null
11859,맥주창고세계맥주,목4동,1147054000,목4동%20맥주창고세계맥주,https://m.place.naver.com/restaurant/1895026273,null,null,null
11860,종가시루떡집,목4동,1147054000,목4동%20종가시루떡집,https://m.place.naver.com/restaurant/20460136,null,null,null
11861,신목파리바게뜨,목4동,1147054000,목4동%20신목파리바게뜨,https://m.place.naver.com/restaurant/11785192,"1,220",4.11,2
11862,김떡순탕수육,목4동,1147054000,목4동%20김떡순탕수육,https://m.place.naver.com/restaurant/1432359968,212,4.26,4
11864,청정한우,목4동,1147054000,목4동%20청정한우,https://m.place.naver.com/restaurant/38509173,496,4.31,1
11866,꿀돼지생삼겹.막창,목4동,1147054000,목4동%20꿀돼지생삼겹.막창,https://m.place.naver.com/restaurant/1287731173,92,4.45,6
11868,투맨키친,목4동,1147054000,목4동%20투맨키친,https://m.place.naver.com/restaurant/1117988758,null,null,null
11869,백제스넥,석촌동,1171060000,석촌동%20백제스넥,https://m.place.naver.com/restaurant/1062717198,null,null,null
11870,호박떡집,석촌동,1171060000,석촌동%20호박떡집,https://m.place.naver.com/restaurant/21687494,275,4.4,1
11871,종로빈대떡,석촌동,1171060000,석촌동%20종로빈대떡,https://m.place.naver.com/restaurant/855433568,137,4.19,13
11872,쉴만한물가,석촌동,1171060000,석촌동%20쉴만한물가,https://m.place.naver.com/restaurant/1472140870,42,4.16,1
11875,발아메밀막국수,석촌동,1171060000,석촌동%20발아메밀막국수,https://m.place.naver.com/restaurant/36651958,null,null,null
11878,송파다방,석촌동,1171060000,석촌동%20송파다방,https://m.place.naver.com/restaurant/1722320502,734,4.52,7
11879,삼광호수갈비,석촌동,1171060000,석촌동%20삼광호수갈비,https://m.place.naver.com/restaurant/19589079,null,null,null
11880,제주은희네해장국,석촌동,1171060000,석촌동%20제주은희네해장국,https://m.place.naver.com/restaurant/1820428152,507,4.47,243
11882,퐁실케이크,석촌동,1171060000,석촌동%20퐁실케이크,https://m.place.naver.com/restaurant/1850448494,null,null,null
11883,한가로운오후,석촌동,1171060000,석촌동%20한가로운오후,https://m.place.naver.com/restaurant/37869647,null,null,null
11884,텍사스,석촌동,1171060000,석촌동%20텍사스,https://m.place.naver.com/restaurant/1615685619,null,null,null
11885,직구삼,석촌동,1171060000,석촌동%20직구삼,https://m.place.naver.com/restaurant/1321927400,48,5,1
11886,후레쉬푸드,석촌동,1171060000,석촌동%20후레쉬푸드,https://m.place.naver.com/restaurant/20633998,58,4.18,1
11887,새벽집,석촌동,1171060000,석촌동%20새벽집,https://m.place.naver.com/restaurant/19895705,80,4.26,7
11888,꼬쟁이,석촌동,1171060000,석촌동%20꼬쟁이,https://m.place.naver.com/restaurant/76190403,166,4.22,36
11891,BHC치킨,석촌동,1171060000,석촌동%20BHC치킨,https://m.place.naver.com/restaurant/13178434,436,4.27,33
11892,골든벨,석촌동,1171060000,석촌동%20골든벨,https://m.place.naver.com/restaurant/12837032,null,null,null
11893,초당순두부,석촌동,1171060000,석촌동%20초당순두부,https://m.place.naver.com/restaurant/18485681,60,4.44,18
11894,초당손두부,석촌동,1171060000,석촌동%20초당손두부,https://m.place.naver.com/restaurant/18485681,60,4.44,18
11895,성산포회,석촌동,1171060000,석촌동%20성산포회,https://m.place.naver.com/restaurant/1332651851,443,4.55,311
11897,출장온양꼬치,석촌동,1171060000,석촌동%20출장온양꼬치,https://m.place.naver.com/restaurant/35013329,59,4.7,22
11899,한솔김밥,석촌동,1171060000,석촌동%20한솔김밥,https://m.place.naver.com/restaurant/20917711,172,4.28,6
11900,도미노피자,석촌동,1171060000,석촌동%20도미노피자,https://m.place.naver.com/restaurant/31896092,503,4.5,35
11901,울엄마김밥,석촌동,1171060000,석촌동%20울엄마김밥,https://m.place.naver.com/restaurant/31729415,191,4.27,6
11903,예쁜카페,석촌동,1171060000,석촌동%20예쁜카페,https://m.place.naver.com/restaurant/1054392694,337,4.47,434
11905,내가잘가는삼겹살,석촌동,1171060000,석촌동%20내가잘가는삼겹살,https://m.place.naver.com/restaurant/520034665,88,4.3,36
11906,대가한식,석촌동,1171060000,석촌동%20대가한식,https://m.place.naver.com/restaurant/1729928301,90,4.38,3
11907,칸,석촌동,1171060000,석촌동%20칸,https://m.place.naver.com/restaurant/53647844,null,null,null
11910,송파식당,석촌동,1171060000,석촌동%20송파식당,https://m.place.naver.com/restaurant/19878369,102,4.01,130
11914,일신,석촌동,1171060000,석촌동%20일신,https://m.place.naver.com/restaurant/1321596188,null,null,null
11918,KFC석촌역점,석촌동,1171060000,석촌동%20KFC석촌역점,https://m.place.naver.com/restaurant/31316871,"3,018",4.29,77
11922,153포인츠,석촌동,1171060000,석촌동%20153포인츠,https://m.place.naver.com/restaurant/1620202402,173,4.28,148
11923,그리너,석촌동,1171060000,석촌동%20그리너,https://m.place.naver.com/restaurant/1381448031,null,null,null
11925,자성화코다리,석촌동,1171060000,석촌동%20자성화코다리,https://m.place.naver.com/restaurant/1227759629,291,4.29,18
11926,석촌아이스크림할인점,석촌동,1171060000,석촌동%20석촌아이스크림할인점,https://m.place.naver.com/restaurant/1282434739,null,null,null
11927,테이스티버거,석촌동,1171060000,석촌동%20테이스티버거,https://m.place.naver.com/restaurant/1222127286,809,4.36,317
11928,청와옥,석촌동,1171060000,석촌동%20청와옥,https://m.place.naver.com/restaurant/1062855533,"3,338",4.47,"1,012"
11931,비스티버거,석촌동,1171060000,석촌동%20비스티버거,https://m.place.naver.com/restaurant/1588324725,11,4.35,5
11932,엘엘엘커피,석촌동,1171060000,석촌동%20엘엘엘커피,https://m.place.naver.com/restaurant/1678573110,258,4.63,184
11933,콘서트,석촌동,1171060000,석촌동%20콘서트,https://m.place.naver.com/restaurant/36317197,null,null,null
11934,오후의파이,석촌동,1171060000,석촌동%20오후의파이,https://m.place.naver.com/restaurant/1828549173,147,4.81,129
11935,테이크어샤워,석촌동,1171060000,석촌동%20테이크어샤워,https://m.place.naver.com/restaurant/1054392694,337,4.47,434
11938,뉴월드양꼬치,석촌동,1171060000,석촌동%20뉴월드양꼬치,https://m.place.naver.com/restaurant/37414369,36,4.27,15
11939,후레쉬푸드,석촌동,1171060000,석촌동%20후레쉬푸드,https://m.place.naver.com/restaurant/20633998,58,4.18,1
11941,CRAZY,석촌동,1171060000,석촌동%20CRAZY,https://m.place.naver.com/restaurant/35992610,177,4.34,112
11942,33떡볶이,석촌동,1171060000,석촌동%2033떡볶이,https://m.place.naver.com/restaurant/1093054845,471,4.18,19
11943,세광양대창,석촌동,1171060000,석촌동%20세광양대창,https://m.place.naver.com/restaurant/1152979116,261,4.74,107
11944,두찜,석촌동,1171060000,석촌동%20두찜,https://m.place.naver.com/restaurant/1290856343,193,4.42,7
11947,마초야,석촌동,1171060000,석촌동%20마초야,https://m.place.naver.com/restaurant/1066163540,"1,366",4.58,489
11948,백순대본가새맛,석촌동,1171060000,석촌동%20백순대본가새맛,https://m.place.naver.com/restaurant/1159144566,73,4.71,5
11950,설기커피,중계4동,1135062400,중계4동%20설기커피,https://m.place.naver.com/restaurant/1804887264,103,4.28,6
11951,낙원떡집,중계4동,1135062400,중계4동%20낙원떡집,https://m.place.naver.com/restaurant/1785809710,null,null,null
11952,뚜레쥬르,중계4동,1135062400,중계4동%20뚜레쥬르,https://m.place.naver.com/restaurant/11759196,"2,982",4.25,5
11954,배스킨라빈스,중계4동,1135062400,중계4동%20배스킨라빈스,https://m.place.naver.com/restaurant/12971396,"2,155",4.33,26
11955,맘스터치,중계4동,1135062400,중계4동%20맘스터치,https://m.place.naver.com/restaurant/1220264527,"1,573",4.38,26
11956,달려라식당,중계4동,1135062400,중계4동%20달려라식당,https://m.place.naver.com/restaurant/1453990002,null,null,null
11958,마마,중계4동,1135062400,중계4동%20마마,https://m.place.naver.com/restaurant/36369691,260,4.57,14
11959,오븐쿡치킨,중계4동,1135062400,중계4동%20오븐쿡치킨,https://m.place.naver.com/restaurant/1594043095,null,null,null
11960,캠토,중계4동,1135062400,중계4동%20캠토,https://m.place.naver.com/restaurant/1199268291,166,4.09,1
11962,봉심이,중계4동,1135062400,중계4동%20봉심이,https://m.place.naver.com/restaurant/11663127,476,4.36,290
11963,쥬씨&차얌,중계4동,1135062400,중계4동%20쥬씨&차얌,https://m.place.naver.com/restaurant/38008771,655,4.41,2
11966,배스킨라빈스31,중계4동,1135062400,중계4동%20배스킨라빈스31,https://m.place.naver.com/restaurant/11489034,"2,229",4.33,23
11967,영수네만두,중계4동,1135062400,중계4동%20영수네만두,https://m.place.naver.com/restaurant/1436809878,"1,122",4.24,18
11968,사이공본가,중계4동,1135062400,중계4동%20사이공본가,https://m.place.naver.com/restaurant/1025910589,451,4.3,24
11969,춘삼월,중계4동,1135062400,중계4동%20춘삼월,https://m.place.naver.com/restaurant/1608340827,null,null,null
11970,또봉이통닭,중계4동,1135062400,중계4동%20또봉이통닭,https://m.place.naver.com/restaurant/36994849,434,4.31,5
11971,작심스터디카페,중계4동,1135062400,중계4동%20작심스터디카페,https://m.place.naver.com/restaurant/1656054419,84,4.5,6
11973,자연향,중계4동,1135062400,중계4동%20자연향,https://m.place.naver.com/restaurant/30810745,null,null,null
11974,죽변항,중계4동,1135062400,중계4동%20죽변항,https://m.place.naver.com/restaurant/1876627331,50,4.1,29
11975,청화반점,중계4동,1135062400,중계4동%20청화반점,https://m.place.naver.com/restaurant/18046248,47,4.19,1
11976,수유다래함박스텍,중계4동,1135062400,중계4동%20수유다래함박스텍,https://m.place.naver.com/restaurant/1040158919,636,4.45,30
11979,브레드디,중계4동,1135062400,중계4동%20브레드디,https://m.place.naver.com/restaurant/87002780,"1,552",4.45,14
11980,줄리에타,중계4동,1135062400,중계4동%20줄리에타,https://m.place.naver.com/restaurant/34658985,111,4.33,38
11983,그린집,중계4동,1135062400,중계4동%20그린집,https://m.place.naver.com/restaurant/1820109417,null,null,null
11984,롯데리아,중계4동,1135062400,중계4동%20롯데리아,https://m.place.naver.com/restaurant/20733052,"2,022",4.27,11
11985,보성녹돈,중계4동,1135062400,중계4동%20보성녹돈,https://m.place.naver.com/restaurant/1208692407,null,null,null
11986,꿀꿀이네직화구이,중계4동,1135062400,중계4동%20꿀꿀이네직화구이,https://m.place.naver.com/restaurant/1084109858,75,4.69,11
11987,꿀돼지,중계4동,1135062400,중계4동%20꿀돼지,https://m.place.naver.com/restaurant/18654069,152,4.29,17
11989,복순이네,중계4동,1135062400,중계4동%20복순이네,https://m.place.naver.com/restaurant/1568905716,null,null,null
11992,카페쥬드,중계4동,1135062400,중계4동%20카페쥬드,https://m.place.naver.com/restaurant/1256547284,101,4.32,5
11993,조마루감자탕,중계4동,1135062400,중계4동%20조마루감자탕,https://m.place.naver.com/restaurant/18653017,928,4.33,22
11994,곤조참치,중계4동,1135062400,중계4동%20곤조참치,https://m.place.naver.com/restaurant/38654512,73,4.38,84
11995,칠성해물통짬뽕,중계4동,1135062400,중계4동%20칠성해물통짬뽕,https://m.place.naver.com/restaurant/36640004,null,null,null
11997,굴근닭강정,중계4동,1135062400,중계4동%20굴근닭강정,https://m.place.naver.com/restaurant/1128687092,75,4.83,3
11999,카페,중계4동,1135062400,중계4동%20카페,https://m.place.naver.com/restaurant/1663737230,null,null,null
