,상호명,행정동명,행정동코드
9000,라떼플로라,묵1동,1126062000
9001,또래오래,묵1동,1126062000
9002,서울수산회센터,묵1동,1126062000
9003,죠스떡볶이,묵1동,1126062000
9004,돌솥밥전문집,묵1동,1126062000
9005,스타벅스,묵1동,1126062000
9006,와노래크럽,묵1동,1126062000
9007,연안식당,묵1동,1126062000
9008,푸라닭치킨,묵1동,1126062000
9009,바푸리숯불김밥,묵1동,1126062000
9010,본죽,묵1동,1126062000
9011,역전할머니맥주,묵1동,1126062000
9012,떡사랑,묵1동,1126062000
9013,역전할머니맥주서울,묵1동,1126062000
9014,동서뷔페,묵1동,1126062000
9015,먹골골목냉면,묵1동,1126062000
9016,올탑스터디카페,묵1동,1126062000
9017,커피맬러드,묵1동,1126062000
9018,바지락칼국수보쌈,묵1동,1126062000
9019,마구로사시미,묵1동,1126062000
9020,다있다아이스크림할인점,묵1동,1126062000
9021,가장맛있는족발,묵1동,1126062000
9022,돌깨마을맷돌순두부,묵1동,1126062000
9023,동대문엽기떡볶이묵동점,묵1동,1126062000
9024,마포갈매기묵동점,묵1동,1126062000
9025,궁노래,묵1동,1126062000
9026,카페,묵1동,1126062000
9027,쭈꾸미&매운갈비찜,묵1동,1126062000
9028,진국삼계탕,묵1동,1126062000
9029,더블유웨딩,묵1동,1126062000
9030,포앤시드니,묵1동,1126062000
9031,지리산강쇠네흙돼지,묵1동,1126062000
9032,달키스,묵1동,1126062000
9033,백스비어,묵1동,1126062000
9034,칸타빌레,묵1동,1126062000
9035,브레드하우스인,묵1동,1126062000
9036,금천숯불갈비,묵1동,1126062000
9037,참살이유황오리,묵1동,1126062000
9038,두루두루베이비카페,묵1동,1126062000
9039,김밥천국,묵1동,1126062000
9040,왕순대집,묵1동,1126062000
9041,아뜨커피중랑구민체육센터점,묵1동,1126062000
9042,배스킨라빈스31,묵1동,1126062000
9043,먹골떡방,묵1동,1126062000
9044,신담터추어탕,묵1동,1126062000
9045,수내닭꼬치,묵1동,1126062000
9046,청평매운탕,묵1동,1126062000
9047,파리바게뜨묵동삼거리점,묵1동,1126062000
9048,CAFE공일공칠,묵1동,1126062000
9049,엉클,묵1동,1126062000
9050,본죽먹골역점,묵1동,1126062000
9051,후식,묵1동,1126062000
9052,먹골솥뚜껑삼겹살,묵1동,1126062000
9053,이디야커피,묵1동,1126062000
9054,후라이드참잘하는집,묵1동,1126062000
9055,동양노래주점,묵1동,1126062000
9056,투썸플레이스묵동자이점,묵1동,1126062000
9057,능이버섯백숙,묵1동,1126062000
9058,먹골커피호프,묵1동,1126062000
9059,하나타코타코야끼,묵1동,1126062000
9060,태명,묵1동,1126062000
9061,카페토브,묵1동,1126062000
9062,두레옛날통닭,묵1동,1126062000
9063,고메이,묵1동,1126062000
9064,별담카페&고민상담,묵1동,1126062000
9065,땅스부대찌개,묵1동,1126062000
9066,먹골전집,묵1동,1126062000
9067,매머드커피묵동자이점,묵1동,1126062000
9068,활어장군,묵1동,1126062000
9069,명진,동화동,1114066500
9070,남산숯불갈비,동화동,1114066500
9071,진도집,동화동,1114066500
9072,청해수산,동화동,1114066500
9073,충만치킨서울신당점,동화동,1114066500
9074,오챠드1974,동화동,1114066500
9075,핑크핑크,동화동,1114066500
9076,삼삼이네,동화동,1114066500
9077,술통,동화동,1114066500
9078,평옥,동화동,1114066500
9079,좋은세상,동화동,1114066500
9080,영신축산정육식당,동화동,1114066500
9081,형제정육식당,동화동,1114066500
9082,에스에이엠코리아,동화동,1114066500
9083,문가네김밥,동화동,1114066500
9084,명인찜닭,동화동,1114066500
9085,바오쯔만두,동화동,1114066500
9086,BBQ치킨,동화동,1114066500
9087,김철이팥죽,동화동,1114066500
9088,브레드디,동화동,1114066500
9089,뽕잎사랑,동화동,1114066500
9090,까르보네,동화동,1114066500
9091,장원식당,동화동,1114066500
9092,돈꼬불,동화동,1114066500
9093,명동호프치킨,동화동,1114066500
9094,는,동화동,1114066500
9095,타이프,동화동,1114066500
9096,춘향미엔,동화동,1114066500
9097,언더오챠드,동화동,1114066500
9098,박가네,동화동,1114066500
9099,셀렉토커피,동화동,1114066500
9100,창매떡볶이,동화동,1114066500
9101,개성손만두,동화동,1114066500
9102,아키라멘,동화동,1114066500
9103,계경순대국,동화동,1114066500
9104,명태어장,동화동,1114066500
9105,상관없지않나,동화동,1114066500
9106,반올림피자샵,동화동,1114066500
9107,피자마루,동화동,1114066500
9108,카페달콤한오늘,동화동,1114066500
9109,수석김밥,동화동,1114066500
9110,알천면옥,동화동,1114066500
9111,M,동화동,1114066500
9112,호식이두마리치킨,동화동,1114066500
9113,더커피,동화동,1114066500
9114,혁명떡볶이,동화동,1114066500
9115,교촌치킨,동화동,1114066500
9116,화음열린라이브,동화동,1114066500
9117,불타는낙지,동화동,1114066500
9118,기절떡풍,동화동,1114066500
9119,모모도넛,동화동,1114066500
9120,백만옥손만두,동화동,1114066500
9121,쌀똑핫도그,동화동,1114066500
9122,짬뽕지존,동화동,1114066500
9123,찜닭명인임금순,동화동,1114066500
9124,원조순대국,동화동,1114066500
9125,엔제리너스,동화동,1114066500
9126,칼멘호프,동화동,1114066500
9127,현대식당,동화동,1114066500
9128,낙원떡집,동화동,1114066500
9129,사이로,동화동,1114066500
9130,시앙웨이,동화동,1114066500
9131,키스더티라미수신당R&D센터점,동화동,1114066500
9132,코바코신당점,동화동,1114066500
9133,삼삼식당,동화동,1114066500
9134,춘발원,동화동,1114066500
9135,오매순대국,동화동,1114066500
9136,지니커피,동화동,1114066500
9137,100코달리,동화동,1114066500
9138,마네키네코,동화동,1114066500
9139,포시즌,동화동,1114066500
9140,카페,동화동,1114066500
9141,카페,동화동,1114066500
9142,청년다방,동화동,1114066500
9143,에듀카페,동화동,1114066500
9144,명칭없음,동화동,1114066500
9145,파운더리,동화동,1114066500
9146,세이브커피랩,동화동,1114066500
9147,미미호호,동화동,1114066500
9148,송주불냉면,동화동,1114066500
9149,좀비수제버거,염리동,1144061000
9150,대흥페리카나,염리동,1144061000
9151,권가네분식,염리동,1144061000
9152,초록이네,염리동,1144061000
9153,카페다이아몬드,염리동,1144061000
9154,한강서초순대국,염리동,1144061000
9155,커피하우스,염리동,1144061000
9156,BHC치킨,염리동,1144061000
9157,네오치킨,염리동,1144061000
9158,스타벅스,염리동,1144061000
9159,덕이분식,염리동,1144061000
9160,커피중독,염리동,1144061000
9161,돈오락쪽갈비용감점,염리동,1144061000
9162,뉴욕핫도그앤커피서울마포대흥역점,염리동,1144061000
9163,풍천민물장어직판장,염리동,1144061000
9164,도미노피자,염리동,1144061000
9165,유가네왕갈비,염리동,1144061000
9166,토즈,염리동,1144061000
9167,후엘고커피,염리동,1144061000
9168,동대문엽기떡볶이공덕점,염리동,1144061000
9169,와플칸,염리동,1144061000
9170,필,염리동,1144061000
9171,나무아래커피작업실,염리동,1144061000
9172,골목집,염리동,1144061000
9173,김밥사랑,염리동,1144061000
9174,스테이웰카페,염리동,1144061000
9175,피자나라치킨공주마포1호점,염리동,1144061000
9176,을밀대,염리동,1144061000
9177,요리생각,염리동,1144061000
9178,아마스빈,염리동,1144061000
9179,곰탕반,염리동,1144061000
9180,불타는형제들,염리동,1144061000
9181,유니케이크,염리동,1144061000
9182,스마일찹쌀꽈배기,염리동,1144061000
9183,호계식,염리동,1144061000
9184,감탄떡볶이염리점,염리동,1144061000
9185,포로이,염리동,1144061000
9186,나주골,염리동,1144061000
9187,팔공티,염리동,1144061000
9188,평양냉면을밀대,염리동,1144061000
