,상호명,행정동명,행정동코드
21000,갈맥상점,양평2동,1156062000
21001,너도나도식당,양평2동,1156062000
21002,부흥쌈밥식당,양평2동,1156062000
21003,찬스커피,양평2동,1156062000
21004,마라하오,양평2동,1156062000
21005,엘카페커피로스터스,양평2동,1156062000
21006,선유중학교,양평2동,1156062000
21007,산타클로스비어,양평2동,1156062000
21008,에이바우트커피,양평2동,1156062000
21009,홍앤브레드,양평2동,1156062000
21010,교촌치킨,양평2동,1156062000
21011,커피시네마,양평2동,1156062000
21012,제레미버거,양평2동,1156062000
21013,그라찌에,양평2동,1156062000
21014,선유슬로우,양평2동,1156062000
21015,할리스커피,양평2동,1156062000
21016,진순자계란말이김밥,양평2동,1156062000
21017,이필당,양평2동,1156062000
21018,팝콘노래클럽,양평2동,1156062000
21019,투썸플레이스선유도역점,양평2동,1156062000
21020,대원숯불갈비,양평2동,1156062000
21021,수수국수,양평2동,1156062000
21022,전주집,양평2동,1156062000
21023,선유나루,양평2동,1156062000
21024,마산해물,양평2동,1156062000
21025,파스타입니다,양평2동,1156062000
21026,이디야커피,양평2동,1156062000
21027,보은하다,양평2동,1156062000
21028,윙스커피,양평2동,1156062000
21029,원대구탕,양평2동,1156062000
21030,레드인,양평2동,1156062000
21031,리원,양평2동,1156062000
21032,무아지경,양평2동,1156062000
21033,원조꼬리곰탕설렁탕,양평2동,1156062000
21034,카페워너비,양평2동,1156062000
21035,목포회집,양평2동,1156062000
21036,보네스뻬,양평2동,1156062000
21037,롯데삼강,양평2동,1156062000
21038,스타벅스,양평2동,1156062000
21039,진도홍어,양평2동,1156062000
21040,티지이카페,양평2동,1156062000
21041,선어수산52,양평2동,1156062000
21042,보니타커피,양평2동,1156062000
21043,베어베이크,양평2동,1156062000
21044,캔고투,양평2동,1156062000
21045,스타벅스,양평2동,1156062000
21046,FBCOFFEEROASTERS,양평2동,1156062000
21047,커피그래피티,양평2동,1156062000
21048,놀부부대찌개앤철판구이,양평2동,1156062000
21049,59피자,양평2동,1156062000
21050,양평옥꼬리곰탕,양평2동,1156062000
21051,밀루필로,양평2동,1156062000
21052,바삭하게,양평2동,1156062000
21053,선유도국수집,양평2동,1156062000
21054,롯데제과롯데푸드,양평2동,1156062000
21055,루나제이커피,양평2동,1156062000
21056,진국닭한마리,양평2동,1156062000
21057,천국이네김밥,연남동,1144071000
21058,시골집할머니네생선구이,연남동,1144071000
21059,아담한식탁,연남동,1144071000
21060,다움383,연남동,1144071000
21061,홍성,연남동,1144071000
21062,감성마켓,연남동,1144071000
21063,딩가케이크,연남동,1144071000
21064,더리퀴드,연남동,1144071000
21065,호라이즌식스틴,연남동,1144071000
