,place,rank,review_count,view_count
13040,화양동,,6.0,6881.0
13041,화양동,,1.0,460.0
13042,화양동,,4.0,6358.0
13043,화양동,,4.0,3772.0
13044,화양동,,3.0,4841.0
13045,화양동,,2.0,3991.0
13046,화양동,,2.0,756.0
13047,화양동,,10.0,12464.0
13068,화양동,,8.0,12181.0
13069,화양동,,7.0,15165.0
13070,화양동,,7.0,4152.0
13071,화양동,,7.0,8501.0
13072,화양동,,3.0,458.0
13073,화양동,,2.0,1771.0
13074,화양동,,2.0,224.0
13075,화양동,,1.0,308.0
13076,화양동,,9.0,9105.0
13077,화양동,,2.0,309.0
13078,화양동,,1.0,438.0
13079,화양동,,1.0,294.0
13080,화양동,,1.0,280.0
13081,화양동,,0.0,1105.0
13082,화양동,,14.0,8945.0
13083,화양동,,8.0,4559.0
13084,화양동,,6.0,4013.0
13085,화양동,,4.0,4268.0
13086,화양동,,4.0,3484.0
13087,화양동,,5.0,2768.0
13108,화양동,,3.0,2183.0
13109,화양동,,2.0,2230.0
13110,화양동,,2.0,152.0
13111,화양동,,1.0,2108.0
13112,화양동,,1.0,70.0
13113,화양동,,9.0,3671.0
13114,화양동,,8.0,5056.0
13115,화양동,,6.0,4682.0
13116,화양동,,5.0,8412.0
13117,화양동,,5.0,5237.0
13118,화양동,,4.0,2927.0
13119,화양동,,3.0,2562.0
13120,화양동,,2.0,292.0
13121,화양동,,1.0,88.0
13122,화양동,,9.0,12001.0
13123,화양동,,5.0,3360.0
13124,화양동,,4.0,4839.0
13125,화양동,,4.0,2868.0
13126,화양동,,4.0,1482.0
13127,화양동,,3.0,2346.0
13148,화양동,,3.0,2069.0
13149,화양동,,2.0,4146.0
13150,화양동,,2.0,1658.0
13151,화양동,,1.0,671.0
13152,화양동,,7.0,11147.0
13153,화양동,,4.0,11962.0
13154,화양동,,2.0,2836.0
13155,화양동,,2.0,411.0
13156,화양동,,0.0,495.0
13157,화양동,,8.0,5004.0
13158,화양동,,6.0,3274.0
13159,화양동,,5.0,3602.0
13160,화양동,,6.0,759.0
13161,화양동,,4.0,5021.0
13162,화양동,,4.0,4067.0
13163,화양동,,4.0,3879.0
13164,화양동,,4.0,3181.0
13165,화양동,,4.0,1869.0
13166,화양동,,3.0,1947.0
13167,화양동,,3.0,338.0
13188,장위동,,5.0,3846.0
13189,장위동,,8.0,14596.0
13190,장위동,,1.0,538.0
13191,장위동,,2.0,1522.0
13192,장위동,,1.0,936.0
13193,장위동,,1.0,393.0
13194,장위동,,6.0,4988.0
13195,장위동,,3.0,2657.0
13196,장위동,,1.0,1107.0
13197,장위동,,2.0,1384.0
13198,장위동,,2.0,1334.0
13199,장위동,,2.0,510.0
13200,장위동,,2.0,68.0
13201,장위동,,5.0,3623.0
13202,장위동,,1.0,465.0
13203,장위동,,1.0,149.0
13204,장위동,,4.0,4034.0
13205,장위동,,4.0,2881.0
13206,장위동,,1.0,4472.0
13207,장위동,,1.0,3226.0
13228,장위동,,3.0,1932.0
13229,장위동,,3.0,4199.0
13230,장위동,,1.0,4196.0
13231,장위동,,1.0,188.0
13232,장위동,,6.0,5958.0
13233,장위동,,1.0,1806.0
13234,장위동,,1.0,192.0
13235,장위동,,1.0,4094.0
13236,장위동,,1.0,619.0
13237,장위동,,1.0,432.0
13238,장위동,,1.0,3255.0
13239,장위동,,1.0,1469.0
13240,장위동,,1.0,1217.0
13241,장위동,,1.0,544.0
13242,장위동,,1.0,954.0
13243,장위동,,1.0,703.0
13244,장위동,,1.0,173.0
13245,장위동,,3.0,648.0
13246,장위동,,1.0,2646.0
13247,장위동,,1.0,1462.0
13268,장위동,,1.0,1004.0
13269,장위동,,1.0,811.0
13270,장위동,,1.0,519.0
13271,장위동,,0.0,1671.0
13272,장위동,,0.0,1360.0
13273,장위동,,1.0,1252.0
13274,장위동,,1.0,687.0
13275,장위동,,0.0,5742.0
13276,장위동,,0.0,2187.0
13277,장위동,,0.0,2148.0
13278,장위동,,0.0,1666.0
13279,장위동,,0.0,1581.0
13280,장위동,,0.0,1409.0
13281,장위동,,0.0,1390.0
13282,장위동,,0.0,1292.0
13283,장위동,,0.0,1280.0
13284,장위동,,0.0,1268.0
13285,장위동,,0.0,1265.0
13286,장위동,,1.0,1221.0
13287,장위동,,0.0,1196.0
13308,장위동,,0.0,1027.0
13309,장위동,,0.0,997.0
13310,장위동,,0.0,965.0
13311,장위동,,0.0,877.0
13312,장위동,,0.0,868.0
13313,장위동,,0.0,850.0
13314,장위동,,0.0,844.0
13315,장위동,,0.0,792.0
13316,장위동,,0.0,772.0
13317,장위동,,0.0,762.0
13318,장위동,,0.0,747.0
13319,장위동,,0.0,746.0
13320,장위동,,0.0,742.0
13321,장위동,,0.0,673.0
13322,장위동,,0.0,615.0
13323,장위동,,0.0,607.0
13324,장위동,,0.0,408.0
13325,장위동,,0.0,258.0
13326,장위동,,0.0,239.0
13327,장위동,,0.0,207.0
13348,장위동,,0.0,202.0
13349,장위동,,0.0,187.0
13350,장위동,,0.0,74.0
13351,장위동,,0.0,52.0
13352,장위동,,0.0,30.0
13353,장위동,,0.0,26.0
13354,장위동,,0.0,24.0
13355,장위동,,0.0,23.0
13364,창신동,4.6,9.0,11130.0
13365,창신동,4.3,22.0,16815.0
13366,창신동,4.3,12.0,15632.0
13367,창신동,4.2,172.0,138111.0
13368,창신동,4.2,30.0,42624.0
13369,창신동,4.1,9.0,13829.0
13370,창신동,4.1,9.0,12042.0
13371,창신동,4.0,24.0,33987.0
13372,창신동,3.9,67.0,49412.0
13373,창신동,3.8,9.0,10158.0
13374,창신동,3.8,17.0,19461.0
13375,창신동,3.7,38.0,24288.0
13376,창신동,3.6,23.0,13402.0
13377,창신동,3.6,9.0,5071.0
13378,창신동,3.6,7.0,3121.0
13379,창신동,3.4,10.0,2297.0
13380,창신동,3.4,13.0,5008.0
13381,창신동,3.4,15.0,7042.0
13382,창신동,,3.0,3063.0
13383,창신동,,2.0,9788.0
13404,창신동,,4.0,2018.0
13405,창신동,,3.0,12565.0
13406,창신동,,6.0,10712.0
13407,창신동,,4.0,17038.0
13408,창신동,,14.0,15346.0
13409,창신동,,5.0,6113.0
13410,창신동,,3.0,3556.0
13411,창신동,,2.0,784.0
13412,창신동,,4.0,7162.0
13413,창신동,,3.0,2401.0
13414,창신동,,2.0,1998.0
13415,창신동,,3.0,1359.0
13416,창신동,,2.0,1443.0
13417,창신동,,10.0,15811.0
13418,창신동,,5.0,13424.0
13419,창신동,,3.0,2523.0
13420,창신동,,2.0,3257.0
13421,창신동,,0.0,7718.0
13422,창신동,,8.0,2199.0
13423,창신동,,1.0,20.0
13444,창신동,,0.0,58.0
13445,창신동,,8.0,18668.0
13446,창신동,,2.0,5552.0
13447,창신동,,1.0,1148.0
13448,창신동,,3.0,10179.0
13449,창신동,,2.0,1284.0
13450,창신동,,3.0,3381.0
13451,창신동,,1.0,4505.0
13452,창신동,,3.0,3222.0
13453,창신동,,3.0,2973.0
13454,창신동,,2.0,286.0
13455,창신동,,1.0,169.0
13456,창신동,,0.0,3856.0
13457,창신동,,4.0,2215.0
13458,창신동,,2.0,2332.0
13459,창신동,,1.0,4052.0
13460,창신동,,1.0,1323.0
13461,창신동,,1.0,440.0
13462,창신동,,5.0,8401.0
13463,창신동,,3.0,8238.0
13484,창신동,,1.0,11769.0
13485,창신동,,5.0,5076.0
13486,창신동,,2.0,2445.0
13487,창신동,,6.0,3843.0
13488,창신동,,2.0,1661.0
13489,창신동,,2.0,1494.0
13490,창신동,,2.0,1444.0
13491,창신동,,1.0,264.0
13492,창신동,,1.0,112.0
13493,창신동,,1.0,2000.0
13494,창신동,,1.0,1571.0
13495,창신동,,1.0,446.0
13496,창신동,,0.0,1406.0
13497,창신동,,2.0,3365.0
13498,창신동,,1.0,1193.0
13499,창신동,,1.0,632.0
13500,창신동,,1.0,92.0
13501,창신동,,2.0,34.0
13502,창신동,,1.0,2475.0
13503,창신동,,1.0,1868.0
13524,창신동,,1.0,1107.0
13525,창신동,,0.0,5509.0
13526,창신동,,3.0,3228.0
13527,창신동,,3.0,3135.0
13528,창신동,,1.0,2226.0
13529,창신동,,1.0,1657.0
13530,창신동,,1.0,1620.0
13531,창신동,,1.0,1615.0
13532,창신동,,1.0,1176.0
13533,창신동,,1.0,1102.0
13534,창신동,,1.0,663.0
13535,창신동,,1.0,402.0
13536,창신동,,1.0,177.0
13537,창신동,,1.0,51.0
13538,창신동,,0.0,3250.0
13539,창신동,,0.0,1997.0
13540,창신동,,0.0,1323.0
13541,창신동,,0.0,21.0
13542,창신동,,1.0,1419.0
13543,창신동,,1.0,1415.0
13564,창신동,,1.0,370.0
13565,창신동,,1.0,33.0
13566,창신동,,0.0,3231.0
13567,창신동,,0.0,2589.0
13568,창신동,,0.0,2373.0
13569,창신동,,0.0,2333.0
13570,창신동,,0.0,2167.0
13571,창신동,,0.0,1939.0
13572,창신동,,0.0,1729.0
13573,창신동,,0.0,1656.0
13574,창신동,,0.0,1577.0
13575,창신동,,0.0,1521.0
13576,창신동,,0.0,1492.0
13577,창신동,,0.0,1471.0
13578,창신동,,0.0,1458.0
13579,창신동,,0.0,1401.0
13580,창신동,,0.0,1391.0
13581,창신동,,0.0,1382.0
13582,창신동,,0.0,1356.0
13583,창신동,,0.0,1274.0
13604,창신동,,0.0,1196.0
13605,창신동,,0.0,1191.0
13606,창신동,,0.0,1087.0
13607,창신동,,0.0,1074.0
13608,창신동,,0.0,1063.0
13609,창신동,,0.0,1061.0
13610,창신동,,0.0,1056.0
13611,창신동,,0.0,1018.0
13612,창신동,,0.0,996.0
13613,창신동,,0.0,957.0
13614,창신동,,0.0,881.0
13615,창신동,,0.0,864.0
13616,창신동,,0.0,816.0
13617,창신동,,0.0,769.0
13618,창신동,,0.0,744.0
13619,창신동,,0.0,737.0
13620,창신동,,0.0,732.0
13621,창신동,,0.0,696.0
13622,창신동,,0.0,636.0
13623,창신동,,0.0,618.0
13644,창신동,,0.0,585.0
13645,창신동,,0.0,478.0
13646,창신동,,0.0,454.0
13647,창신동,,0.0,337.0
13648,창신동,,0.0,328.0
13649,창신동,,0.0,279.0
13650,창신동,,0.0,268.0
13651,창신동,,0.0,188.0
13652,창신동,,0.0,184.0
13653,창신동,,0.0,176.0
13654,창신동,,0.0,162.0
13655,창신동,,0.0,159.0
13656,창신동,,0.0,105.0
13657,창신동,,0.0,84.0
13658,창신동,,0.0,82.0
13659,창신동,,0.0,77.0
13660,창신동,,0.0,75.0
13661,창신동,,0.0,68.0
13662,창신동,,0.0,62.0
13663,창신동,,0.0,45.0
13684,창신동,,0.0,39.0
13685,창신동,,0.0,29.0
13686,창신동,,0.0,12.0
13687,창신동,,0.0,8.0
13688,창신동,,0.0,8.0
13694,망우동,4.3,14.0,16014.0
13695,망우동,3.9,25.0,31440.0
13696,망우동,3.5,22.0,12102.0
13697,망우동,3.3,10.0,13048.0
13698,망우동,,13.0,8765.0
13699,망우동,,6.0,1991.0
13700,망우동,,6.0,7245.0
13701,망우동,,5.0,7612.0
13702,망우동,,3.0,1435.0
13703,망우동,,3.0,4498.0
13704,망우동,,4.0,2032.0
13705,망우동,,4.0,2800.0
13706,망우동,,5.0,2080.0
13707,망우동,,4.0,3092.0
13708,망우동,,0.0,140.0
13709,망우동,,2.0,4319.0
13710,망우동,,7.0,5867.0
13711,망우동,,2.0,1848.0
13712,망우동,,5.0,6228.0
13713,망우동,,2.0,220.0
13734,망우동,,0.0,129.0
13735,망우동,,1.0,2644.0
13736,망우동,,0.0,58.0
13737,망우동,,2.0,3510.0
13738,망우동,,2.0,2742.0
13739,망우동,,1.0,6864.0
13740,망우동,,1.0,593.0
13741,망우동,,3.0,5945.0
13742,망우동,,3.0,789.0
13743,망우동,,2.0,3041.0
13744,망우동,,2.0,2067.0
13745,망우동,,1.0,3399.0
13746,망우동,,1.0,667.0
13747,망우동,,2.0,330.0
13748,망우동,,1.0,1721.0
13749,망우동,,1.0,1367.0
13750,망우동,,0.0,557.0
13751,망우동,,4.0,4641.0
13752,망우동,,3.0,2114.0
13753,망우동,,3.0,1403.0
13774,망우동,,1.0,3896.0
13775,망우동,,1.0,2575.0
13776,망우동,,1.0,2184.0
13777,망우동,,1.0,1522.0
13778,망우동,,1.0,325.0
13779,망우동,,0.0,1672.0
13780,망우동,,0.0,815.0
13781,망우동,,2.0,423.0
13782,망우동,,2.0,182.0
13783,망우동,,1.0,6657.0
13784,망우동,,1.0,2300.0
13785,망우동,,1.0,2297.0
13786,망우동,,1.0,1939.0
13787,망우동,,1.0,1929.0
13788,망우동,,1.0,1517.0
13789,망우동,,1.0,801.0
13790,망우동,,1.0,14.0
13791,망우동,,0.0,296.0
13792,망우동,,4.0,3255.0
13793,망우동,,2.0,2408.0
13814,망우동,,2.0,875.0
13815,망우동,,2.0,235.0
13816,망우동,,2.0,2998.0
13817,망우동,,1.0,2141.0
13818,망우동,,1.0,1604.0
13819,망우동,,1.0,1401.0
13820,망우동,,1.0,617.0
13821,망우동,,1.0,584.0
13822,망우동,,1.0,274.0
13823,망우동,,1.0,269.0
13824,망우동,,1.0,170.0
13825,망우동,,0.0,2025.0
13826,망우동,,1.0,2084.0
13827,망우동,,1.0,1979.0
13828,망우동,,1.0,1317.0
13829,망우동,,1.0,1193.0
13830,망우동,,1.0,1094.0
13831,망우동,,1.0,1021.0
13832,망우동,,1.0,993.0
13833,망우동,,1.0,877.0
13854,망우동,,1.0,670.0
13855,망우동,,1.0,467.0
13856,망우동,,1.0,434.0
13857,망우동,,1.0,155.0
13858,망우동,,1.0,71.0
13859,망우동,,1.0,53.0
13860,망우동,,0.0,810.0
13861,망우동,,1.0,697.0
13862,망우동,,1.0,1534.0
13863,망우동,,1.0,1386.0
13864,망우동,,1.0,1334.0
13865,망우동,,1.0,1247.0
13866,망우동,,1.0,1163.0
13867,망우동,,1.0,935.0
13868,망우동,,1.0,531.0
13869,망우동,,1.0,522.0
13870,망우동,,1.0,508.0
13871,망우동,,0.0,2771.0
13872,망우동,,0.0,2618.0
13873,망우동,,0.0,2263.0
13894,망우동,,0.0,2261.0
13895,망우동,,0.0,1912.0
13896,망우동,,0.0,1877.0
13897,망우동,,1.0,1860.0
13898,망우동,,0.0,1713.0
13899,망우동,,0.0,1681.0
13900,망우동,,0.0,1666.0
13901,망우동,,0.0,1521.0
13902,망우동,,0.0,1465.0
13903,망우동,,0.0,1384.0
13904,망우동,,0.0,1343.0
13905,망우동,,0.0,1310.0
13906,망우동,,0.0,1303.0
13907,망우동,,0.0,1299.0
13908,망우동,,0.0,1229.0
13909,망우동,,0.0,1186.0
13910,망우동,,0.0,1148.0
13911,망우동,,0.0,1135.0
13912,망우동,,0.0,1134.0
13913,망우동,,0.0,1116.0
13934,망우동,,0.0,1090.0
13935,망우동,,0.0,1055.0
13936,망우동,,0.0,1052.0
13937,망우동,,0.0,1031.0
13938,망우동,,0.0,983.0
13939,망우동,,0.0,971.0
13940,망우동,,0.0,961.0
13941,망우동,,0.0,960.0
13942,망우동,,0.0,953.0
13943,망우동,,0.0,924.0
13944,망우동,,0.0,922.0
13945,망우동,,0.0,905.0
13946,망우동,,0.0,891.0
13947,망우동,,0.0,879.0
13948,망우동,,0.0,856.0
13949,망우동,,0.0,855.0
13950,망우동,,0.0,850.0
13951,망우동,,0.0,841.0
13952,망우동,,0.0,833.0
13953,망우동,,0.0,825.0
13974,망우동,,0.0,794.0
13975,망우동,,0.0,793.0
13976,망우동,,0.0,789.0
13977,망우동,,0.0,770.0
13978,망우동,,0.0,758.0
13979,망우동,,0.0,757.0
13980,망우동,,0.0,728.0
13981,망우동,,0.0,721.0
13982,망우동,,0.0,712.0
13983,망우동,,0.0,709.0
13984,망우동,,0.0,708.0
13985,망우동,,0.0,664.0
13986,망우동,,0.0,642.0
13987,망우동,,0.0,616.0
13988,망우동,,0.0,614.0
13989,망우동,,0.0,603.0
13990,망우동,,0.0,588.0
13991,망우동,,0.0,561.0
13992,망우동,,0.0,511.0
13993,망우동,,0.0,497.0
14014,망우동,,0.0,484.0
14015,망우동,,0.0,478.0
14016,망우동,,0.0,385.0
14017,망우동,,0.0,380.0
14018,망우동,,0.0,376.0
14019,망우동,,0.0,371.0
14020,망우동,,0.0,370.0
14021,망우동,,0.0,314.0
14022,망우동,,0.0,245.0
14023,망우동,,0.0,242.0
14024,망우동,,0.0,225.0
14025,망우동,,0.0,222.0
14026,망우동,,0.0,178.0
14027,망우동,,0.0,142.0
14028,망우동,,0.0,111.0
14029,망우동,,0.0,34.0
14030,망우동,,0.0,17.0
14031,망우동,,0.0,9.0
14032,망우동,,0.0,4.0
14052,길동,4.3,27.0,78517.0
14053,길동,4.3,12.0,8197.0
14054,길동,4.3,11.0,7823.0
14055,길동,4.0,38.0,30811.0
14056,길동,3.9,26.0,23475.0
14057,길동,3.9,14.0,11999.0
14058,길동,3.9,6.0,2933.0
14059,길동,3.8,11.0,7851.0
14060,길동,3.7,28.0,43883.0
14061,길동,3.7,26.0,42757.0
14062,길동,3.7,14.0,10990.0
14063,길동,3.6,101.0,61118.0
14064,길동,3.6,9.0,3727.0
14065,길동,3.5,17.0,13757.0
14066,길동,3.4,24.0,20829.0
14067,길동,3.4,34.0,45967.0
14068,길동,3.4,8.0,8536.0
14069,길동,3.3,24.0,6335.0
14070,길동,3.1,35.0,18198.0
14071,길동,,9.0,6795.0
14092,길동,,4.0,1461.0
14093,길동,,5.0,15074.0
14094,길동,,7.0,11106.0
14095,길동,,6.0,7364.0
14096,길동,,3.0,8006.0
14097,길동,,2.0,5412.0
14098,길동,,16.0,15967.0
14099,길동,,9.0,3329.0
14100,길동,,2.0,591.0
14101,길동,,11.0,7763.0
14102,길동,,6.0,3232.0
14103,길동,,1.0,1229.0
14104,길동,,7.0,6249.0
14105,길동,,4.0,3205.0
14106,길동,,5.0,10626.0
14107,길동,,8.0,7445.0
14108,길동,,6.0,2378.0
14109,길동,,3.0,8431.0
14110,길동,,2.0,397.0
14111,길동,,0.0,608.0
14132,길동,,1.0,484.0
14133,길동,,0.0,734.0
14134,길동,,5.0,9446.0
14135,길동,,1.0,4023.0
14136,길동,,7.0,4527.0
14137,길동,,3.0,5443.0
14138,길동,,1.0,46.0
14139,길동,,7.0,1622.0
14140,길동,,4.0,5021.0
14141,길동,,2.0,2349.0
14142,길동,,1.0,520.0
14143,길동,,11.0,7458.0
14144,길동,,4.0,1245.0
14145,길동,,2.0,329.0
14146,길동,,1.0,1496.0
14147,길동,,1.0,966.0
14148,길동,,0.0,3904.0
14149,길동,,10.0,4491.0
14150,길동,,6.0,894.0
14151,길동,,5.0,2938.0
14172,길동,,4.0,365.0
14173,길동,,4.0,5725.0
14174,길동,,3.0,5233.0
14175,길동,,3.0,3587.0
14176,길동,,3.0,1216.0
14177,길동,,2.0,1899.0
14178,길동,,2.0,214.0
14179,길동,,1.0,517.0
14180,길동,,7.0,4417.0
14181,길동,,3.0,4793.0
14182,길동,,2.0,7691.0
14183,길동,,2.0,1635.0
14184,길동,,2.0,181.0
14185,길동,,1.0,1757.0
14186,길동,,0.0,2985.0
14187,길동,,5.0,6444.0
14188,길동,,3.0,4741.0
14189,길동,,1.0,2948.0
14190,길동,,1.0,343.0
14191,길동,,4.0,4559.0
14212,길동,,4.0,4272.0
14213,길동,,4.0,2722.0
14214,길동,,4.0,1812.0
14215,길동,,2.0,3448.0
14216,길동,,0.0,3605.0
14217,길동,,5.0,5488.0
14218,길동,,5.0,4724.0
14219,길동,,4.0,3590.0
14220,길동,,4.0,2930.0
14221,길동,,4.0,2421.0
14222,길동,,2.0,109.0
14223,길동,,1.0,2872.0
14224,길동,,4.0,5158.0
14225,길동,,2.0,2476.0
14226,길동,,2.0,890.0
14227,길동,,1.0,1961.0
14228,길동,,2.0,945.0
14229,길동,,1.0,822.0
14230,길동,,9.0,3905.0
14231,길동,,3.0,2504.0
14252,길동,,2.0,4864.0
14253,길동,,2.0,4047.0
14254,길동,,2.0,3203.0
14255,길동,,2.0,2231.0
14256,길동,,2.0,2031.0
14257,길동,,2.0,2009.0
14258,길동,,2.0,1907.0
14259,길동,,2.0,1219.0
14260,길동,,1.0,206.0
14261,길동,,1.0,200.0
14262,길동,,0.0,946.0
14263,길동,,4.0,2601.0
14264,길동,,3.0,3953.0
14265,길동,,3.0,2816.0
14266,길동,,2.0,2691.0
14267,길동,,2.0,2191.0
14268,길동,,2.0,649.0
14269,길동,,2.0,437.0
14270,길동,,1.0,3854.0
14271,길동,,1.0,3635.0
14292,길동,,1.0,1300.0
14293,길동,,1.0,1234.0
14294,길동,,1.0,390.0
14295,길동,,1.0,302.0
14296,길동,,1.0,220.0
14297,길동,,1.0,160.0
14298,길동,,1.0,36.0
14299,길동,,0.0,4778.0
14300,길동,,0.0,1152.0
14301,길동,,14.0,8699.0
14302,길동,,3.0,3352.0
14303,길동,,2.0,2947.0
14304,길동,,2.0,2658.0
14305,길동,,2.0,2656.0
14306,길동,,2.0,1966.0
14307,길동,,2.0,966.0
14308,길동,,2.0,133.0
14309,길동,,1.0,2892.0
14310,길동,,1.0,2456.0
14311,길동,,1.0,1786.0
14332,길동,,1.0,862.0
14333,길동,,1.0,785.0
14334,길동,,1.0,533.0
14335,길동,,3.0,289.0
14336,길동,,1.0,95.0
14337,길동,,0.0,1269.0
14338,길동,,0.0,323.0
14339,길동,,0.0,14.0
14340,길동,,4.0,4052.0
14341,길동,,4.0,2607.0
14342,길동,,3.0,2518.0
14343,길동,,3.0,172.0
14344,길동,,2.0,3936.0
14345,길동,,2.0,3429.0
14346,길동,,2.0,3046.0
14347,길동,,2.0,2918.0
14348,길동,,2.0,1576.0
14349,길동,,2.0,808.0
14350,길동,,2.0,675.0
14351,길동,,2.0,341.0
14372,길동,,2.0,256.0
14373,길동,,1.0,3464.0
14374,길동,,1.0,3023.0
14375,길동,,1.0,2470.0
14376,길동,,1.0,2273.0
14377,길동,,1.0,1865.0
14378,길동,,1.0,1816.0
14379,길동,,1.0,1379.0
14380,길동,,1.0,1331.0
14381,길동,,1.0,890.0
14382,길동,,2.0,512.0
14383,길동,,1.0,469.0
14384,길동,,1.0,455.0
14385,길동,,1.0,157.0
14386,길동,,1.0,1.0
14387,길동,,0.0,1332.0
14388,길동,,7.0,5163.0
14389,길동,,4.0,1340.0
14390,길동,,5.0,5255.0
14391,길동,,3.0,2723.0
14412,길동,,3.0,2101.0
14413,길동,,2.0,2442.0
14414,길동,,2.0,2172.0
14415,길동,,2.0,940.0
14416,길동,,2.0,558.0
14417,길동,,2.0,452.0
14418,길동,,1.0,2972.0
14419,길동,,2.0,2815.0
14420,길동,,1.0,2521.0
14421,길동,,1.0,1635.0
14422,길동,,1.0,1568.0
14423,길동,,1.0,1327.0
14424,길동,,1.0,1213.0
14425,길동,,1.0,1050.0
14426,길동,,1.0,606.0
14427,길동,,1.0,502.0
14428,길동,,1.0,463.0
14429,길동,,1.0,393.0
14430,길동,,1.0,300.0
14431,길동,,1.0,217.0
14452,진관동,4.2,13.0,8755.0
14453,진관동,4.1,14.0,14530.0
14454,진관동,4.0,4.0,2421.0
14455,진관동,3.9,13.0,11194.0
14456,진관동,3.7,24.0,30082.0
14457,진관동,3.6,9.0,5342.0
14458,진관동,3.6,11.0,17878.0
14459,진관동,3.3,12.0,6670.0
14460,진관동,,11.0,9988.0
14461,진관동,,4.0,7079.0
14462,진관동,,6.0,3671.0
14463,진관동,,10.0,12073.0
14464,진관동,,6.0,3650.0
14465,진관동,,3.0,2093.0
14466,진관동,,6.0,3846.0
14467,진관동,,3.0,6973.0
14468,진관동,,3.0,3490.0
14469,진관동,,11.0,5913.0
14470,진관동,,8.0,5012.0
14471,진관동,,7.0,5304.0
14492,진관동,,2.0,323.0
14493,진관동,,0.0,3320.0
14494,진관동,,5.0,8802.0
14495,진관동,,2.0,5365.0
14496,진관동,,7.0,5986.0
14497,진관동,,6.0,10712.0
14498,진관동,,3.0,3119.0
14499,진관동,,2.0,585.0
14500,진관동,,8.0,5754.0
14501,진관동,,7.0,15324.0
14502,진관동,,5.0,5698.0
14503,진관동,,4.0,4248.0
14504,진관동,,1.0,2829.0
14505,진관동,,5.0,3051.0
14506,진관동,,1.0,88.0
14507,진관동,,4.0,3070.0
14508,진관동,,4.0,1158.0
14509,진관동,,3.0,5794.0
14510,진관동,,2.0,281.0
14511,진관동,,4.0,3403.0
14532,진관동,,2.0,1576.0
14533,진관동,,4.0,1264.0
14534,진관동,,3.0,1863.0
14535,진관동,,1.0,2095.0
14536,진관동,,3.0,2855.0
14537,진관동,,2.0,1454.0
14538,진관동,,2.0,1229.0
14539,진관동,,1.0,2359.0
14540,진관동,,1.0,1276.0
14541,진관동,,4.0,3954.0
14542,진관동,,2.0,2180.0
14543,진관동,,2.0,1920.0
14544,진관동,,1.0,2738.0
14545,진관동,,1.0,2096.0
14546,진관동,,2.0,2608.0
14547,진관동,,2.0,1850.0
14548,진관동,,2.0,574.0
14549,진관동,,2.0,246.0
14550,진관동,,1.0,2760.0
14551,진관동,,1.0,2178.0
14572,진관동,,1.0,1602.0
14573,진관동,,1.0,1454.0
14574,진관동,,1.0,1347.0
14575,진관동,,3.0,1070.0
14576,진관동,,2.0,2163.0
14577,진관동,,2.0,997.0
14578,진관동,,1.0,2541.0
14579,진관동,,1.0,2050.0
14580,진관동,,1.0,1259.0
14581,진관동,,1.0,819.0
14582,진관동,,1.0,804.0
14583,진관동,,1.0,690.0
14584,진관동,,0.0,2583.0
14585,진관동,,2.0,3460.0
14586,진관동,,2.0,1542.0
14587,진관동,,1.0,4489.0
14588,진관동,,1.0,2645.0
14589,진관동,,1.0,1567.0
14590,진관동,,1.0,413.0
14591,진관동,,1.0,2604.0
14612,진관동,,1.0,1949.0
14613,진관동,,1.0,1163.0
14614,진관동,,1.0,1052.0
14615,진관동,,1.0,994.0
14616,진관동,,1.0,850.0
14617,진관동,,1.0,500.0
14618,진관동,,0.0,3355.0
14619,진관동,,0.0,2240.0
14620,진관동,,0.0,1744.0
14621,진관동,,0.0,1260.0
14622,진관동,,2.0,608.0
14623,진관동,,2.0,536.0
14624,진관동,,1.0,2130.0
14625,진관동,,1.0,1952.0
14626,진관동,,1.0,1144.0
14627,진관동,,1.0,1126.0
14628,진관동,,1.0,774.0
14629,진관동,,1.0,710.0
14630,진관동,,1.0,317.0
14631,진관동,,1.0,276.0
14652,진관동,,1.0,246.0
14653,진관동,,0.0,3934.0
14654,진관동,,0.0,2555.0
14655,진관동,,1.0,1619.0
14656,진관동,,0.0,1544.0
14657,진관동,,0.0,904.0
14658,진관동,,1.0,394.0
14659,진관동,,0.0,2218.0
14660,진관동,,0.0,2079.0
14661,진관동,,0.0,1737.0
14662,진관동,,0.0,1656.0
14663,진관동,,0.0,1603.0
14664,진관동,,0.0,1566.0
14665,진관동,,0.0,1338.0
14666,진관동,,0.0,1323.0
14667,진관동,,0.0,1278.0
14668,진관동,,0.0,1272.0
14669,진관동,,0.0,1228.0
14670,진관동,,0.0,1226.0
14671,진관동,,0.0,1219.0
14692,진관동,,0.0,1191.0
14693,진관동,,0.0,1169.0
14694,진관동,,0.0,1159.0
14695,진관동,,0.0,1153.0
14696,진관동,,0.0,985.0
14697,진관동,,0.0,925.0
14698,진관동,,0.0,876.0
14699,진관동,,0.0,822.0
14700,진관동,,0.0,763.0
14701,진관동,,0.0,744.0
14702,진관동,,0.0,742.0
14703,진관동,,0.0,702.0
14704,진관동,,0.0,559.0
14705,진관동,,0.0,432.0
14706,진관동,,0.0,419.0
14707,진관동,,0.0,393.0
14708,진관동,,0.0,321.0
14709,진관동,,0.0,291.0
14710,진관동,,0.0,232.0
14711,진관동,,0.0,230.0
14732,진관동,,0.0,203.0
14733,진관동,,0.0,174.0
14734,진관동,,0.0,121.0
14735,진관동,,0.0,112.0
