place,rank,review_count,view_count
회현동,4.1,91,51041
회현동,4.1,23,22992
회현동,4.0,21,7064
회현동,4.0,24,14775
회현동,4.0,10,10657
회현동,3.9,20,20150
회현동,3.9,11,4916
회현동,3.5,8,5306
회현동,3.2,15,12891
회현동,,4,2301
회현동,,2,2297
회현동,,2,7058
회현동,,1,294
회현동,,6,16891
회현동,,1,4495
회현동,,1,5935
회현동,,3,3982
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,2,1760
회현동,,2,1650
회현동,,2,536
회현동,,1,11
회현동,,5,1347
회현동,,7,4103
회현동,,6,9205
회현동,,3,1292
회현동,,1,3392
회현동,,3,4497
회현동,,2,3244
회현동,,3,5267
회현동,,1,54
회현동,,2,6908
회현동,,2,1124
회현동,,2,13
회현동,,1,655
회현동,,2,1928
회현동,,2,172
회현동,,1,5080
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,3,2366
회현동,,2,1039
회현동,,3,4389
회현동,,3,1804
회현동,,2,2627
회현동,,2,444
회현동,,2,115
회현동,,1,1632
회현동,,3,1665
회현동,,2,2560
회현동,,2,1455
회현동,,1,4329
회현동,,1,2909
회현동,,1,2788
회현동,,1,2454
회현동,,1,1514
회현동,,1,230
회현동,,1,186
회현동,,1,2
회현동,,2,4259
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,1,2456
회현동,,1,1663
회현동,,1,1122
회현동,,1,362
회현동,,1,260
회현동,,1,666
회현동,,1,2747
회현동,,1,2431
회현동,,1,1036
회현동,,1,1007
회현동,,0,3048
회현동,,0,19
회현동,,1,1155
회현동,,0,4136
회현동,,0,2681
회현동,,0,2425
회현동,,0,1813
회현동,,0,1438
회현동,,0,1427
회현동,,0,1303
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,0,1181
회현동,,0,1149
회현동,,0,987
회현동,,0,956
회현동,,0,932
회현동,,0,891
회현동,,0,636
회현동,,0,395
회현동,,0,346
회현동,,0,331
회현동,,0,284
회현동,,0,276
회현동,,0,272
회현동,,0,247
회현동,,0,246
회현동,,0,60
회현동,,0,42
회현동,,0,32
회현동,,0,27
회현동,,0,23
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,,
회현동,,0,3
회현동,,0,3
회현동,,,
회현동,,,
창동,4.8,47,144707
창동,4.4,237,191512
창동,4.4,149,275357
창동,4.4,42,52954
창동,4.3,189,171357
창동,4.3,39,52658
창동,4.3,30,12515
창동,4.3,40,41158
창동,4.3,9,10068
창동,4.3,11,15856
창동,4.3,8,8038
창동,4.3,4,2203
창동,4.3,7,6216
창동,4.2,169,119478
창동,4.2,46,42272
창동,4.2,69,65464
창동,4.2,35,112288
창동,4.2,43,45361
창동,4.2,40,55737
창동,4.2,49,50577
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,4.2,89,106570
창동,4.2,27,34748
창동,4.2,22,26858
창동,4.2,19,18262
창동,4.2,19,15502
창동,4.1,280,300914
창동,4.1,29,21920
창동,4.1,12,11248
창동,4.1,15,27677
창동,4.1,8,9021
창동,4.0,87,91307
창동,4.0,35,49169
창동,4.0,38,57115
창동,4.0,38,133494
창동,4.0,37,84026
창동,4.0,16,47348
창동,4.0,13,9030
창동,4.0,11,9079
창동,4.0,8,4968
창동,4.0,4,1242
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,3.9,48,28425
창동,3.9,43,34678
창동,3.9,49,42063
창동,3.9,26,25137
창동,3.9,28,73992
창동,3.9,24,24751
창동,3.9,13,9325
창동,3.9,33,40720
창동,3.9,10,8194
창동,3.9,19,27119
창동,3.9,10,5593
창동,3.9,14,25433
창동,3.9,13,7621
창동,3.9,18,27865
창동,3.9,8,3190
창동,3.9,10,3107
창동,3.8,145,136528
창동,3.8,30,48784
창동,3.8,24,9582
창동,3.8,37,65026
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,3.8,27,21510
창동,3.8,24,12867
창동,3.8,30,44025
창동,3.8,10,10283
창동,3.8,25,10828
창동,3.8,18,4629
창동,3.8,16,30444
창동,3.8,10,5358
창동,3.8,13,9947
창동,3.7,150,88095
창동,3.7,37,18720
창동,3.7,16,7729
창동,3.7,18,32640
창동,3.7,10,5698
창동,3.7,5,3172
창동,3.6,30,20657
창동,3.6,17,8982
창동,3.6,49,36464
창동,3.6,17,16559
창동,3.6,7,4069
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,3.5,56,57353
창동,3.5,44,39528
창동,3.5,8,2090
창동,3.5,11,4515
창동,3.4,36,34224
창동,3.4,14,13450
창동,3.3,34,3861
창동,3.3,14,4485
창동,3.3,28,52355
창동,3.3,10,5487
창동,3.3,8,1963
창동,3.3,7,2821
창동,3.2,44,17334
창동,3.2,47,21488
창동,3.2,11,3877
창동,3.2,7,1067
창동,3.2,6,1429
창동,3.1,13,9250
창동,3.0,45,30652
창동,,2,5150
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,0,6109
창동,,13,22504
창동,,14,27736
창동,,21,11731
창동,,8,526
창동,,13,15062
창동,,12,23903
창동,,7,15405
창동,,1,7183
창동,,5,17893
창동,,5,1602
창동,,7,6157
창동,,4,8217
창동,,11,9963
창동,,7,10417
창동,,5,5628
창동,,8,4186
창동,,1,5738
창동,,11,8965
창동,,7,2660
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,6,6646
창동,,5,6432
창동,,5,4419
창동,,5,652
창동,,25,5050
창동,,5,5118
창동,,14,9728
창동,,10,13205
창동,,5,9182
창동,,3,10308
창동,,6,8181
창동,,6,10541
창동,,3,4117
창동,,17,25851
창동,,16,12620
창동,,8,5331
창동,,3,594
창동,,1,5433
창동,,5,4359
창동,,9,11765
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,7,5547
창동,,7,3897
창동,,6,3727
창동,,5,4520
창동,,4,7926
창동,,3,558
창동,,1,835
창동,,13,21346
창동,,5,3230
창동,,4,1717
창동,,1,334
창동,,11,8270
창동,,9,8253
창동,,5,4631
창동,,5,3352
창동,,3,7210
창동,,7,11423
창동,,6,3040
창동,,5,4236
창동,,4,8557
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,5,4622
창동,,2,460
창동,,1,757
창동,,14,15261
창동,,5,2603
창동,,3,2834
창동,,1,1244
창동,,0,1774
창동,,0,102
창동,,12,2106
창동,,7,7407
창동,,6,4460
창동,,3,2881
창동,,3,2654
창동,,3,2324
창동,,5,4458
창동,,5,3762
창동,,4,6315
창동,,4,1402
창동,,3,6303
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,3,14182
창동,,2,6006
창동,,2,604
창동,,1,4555
창동,,0,480
창동,,7,2874
창동,,5,2316
창동,,4,4682
창동,,3,5686
창동,,3,2661
창동,,3,529
창동,,2,4292
창동,,3,3342
창동,,2,2179
창동,,2,259
창동,,1,55
창동,,1,846
창동,,5,9312
창동,,4,7895
창동,,3,589
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
창동,,,
남영동,4.7,43,101849
남영동,4.6,32,46608
남영동,4.5,79,108914
남영동,4.4,12,11635
남영동,4.3,55,45918
남영동,4.3,9,50215
남영동,4.3,12,14450
남영동,4.2,13,6493
남영동,4.2,8,5832
남영동,4.2,10,3045
남영동,4.1,26,23576
남영동,4.1,6,1121
남영동,4.1,6,4404
남영동,4.0,19,19509
남영동,4.0,14,2552
남영동,4.0,11,6762
남영동,3.9,11,1955
남영동,3.9,43,36671
남영동,3.8,6,1112
남영동,3.7,58,45603
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,3.6,16,7486
남영동,3.5,16,5688
남영동,3.5,8,2593
남영동,3.4,5,440
남영동,3.3,27,15817
남영동,3.2,34,17725
남영동,3.2,4,500
남영동,,10,8047
남영동,,12,9039
남영동,,3,8560
남영동,,11,8852
남영동,,9,7580
남영동,,7,6835
남영동,,11,7399
남영동,,8,4366
남영동,,1,123
남영동,,1,169
남영동,,16,12749
남영동,,7,10980
남영동,,5,1085
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,6,3947
남영동,,2,2038
남영동,,1,4581
남영동,,6,4625
남영동,,4,5572
남영동,,4,1469
남영동,,0,1867
남영동,,8,4324
남영동,,4,5363
남영동,,3,871
남영동,,1,68
남영동,,1,44
남영동,,2,851
남영동,,3,3867
남영동,,5,3532
남영동,,3,3114
남영동,,3,2581
남영동,,3,123
남영동,,1,61
남영동,,5,1740
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,3,1941
남영동,,1,2108
남영동,,1,133
남영동,,1,29
남영동,,3,1144
남영동,,2,981
남영동,,3,3198
남영동,,1,1754
남영동,,1,124
남영동,,0,17
남영동,,2,1563
남영동,,2,1074
남영동,,1,1576
남영동,,3,1451
남영동,,2,2290
남영동,,1,2903
남영동,,2,2028
남영동,,1,452
남영동,,1,373
남영동,,1,157
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,1,141
남영동,,1,69
남영동,,0,1187
남영동,,0,165
남영동,,3,3047
남영동,,2,2499
남영동,,1,1460
남영동,,1,1143
남영동,,1,376
남영동,,1,347
남영동,,1,689
남영동,,1,383
남영동,,0,295
남영동,,0,192
남영동,,1,1642
남영동,,1,1144
남영동,,0,2192
남영동,,0,1866
남영동,,0,1690
남영동,,0,1538
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,0,1500
남영동,,0,1427
남영동,,0,1346
남영동,,0,1161
남영동,,0,525
남영동,,0,357
남영동,,0,255
남영동,,0,249
남영동,,0,248
남영동,,0,188
남영동,,0,134
남영동,,0,109
남영동,,0,99
남영동,,0,76
남영동,,0,56
남영동,,0,45
남영동,,0,34
남영동,,0,22
남영동,,0,3
남영동,,0,3
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
남영동,,,
문정동,4.3,6,2342
문정동,4.2,15,25465
문정동,4.2,16,12491
문정동,4.0,10,14078
문정동,3.9,9,15171
문정동,3.9,6,1192
문정동,3.8,10,10959
문정동,3.8,15,8854
문정동,3.7,37,61896
문정동,3.7,39,40602
문정동,3.7,14,13725
문정동,3.7,16,5363
문정동,3.7,12,15317
문정동,3.6,18,16467
문정동,3.5,35,56830
문정동,3.5,10,7146
문정동,3.5,11,10810
문정동,3.5,13,21392
문정동,3.4,8,3006
문정동,3.3,58,20602
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,5,15214
문정동,,6,9562
문정동,,8,25752
문정동,,5,12216
문정동,,8,11958
문정동,,5,7153
문정동,,2,984
문정동,,13,15736
문정동,,3,576
문정동,,5,893
문정동,,17,10771
문정동,,5,6123
문정동,,5,4927
문정동,,8,8134
문정동,,7,5293
문정동,,7,9134
문정동,,10,9356
문정동,,8,8634
문정동,,7,5829
문정동,,4,9177
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,4,6205
문정동,,6,6964
문정동,,5,3044
문정동,,9,10788
문정동,,8,10708
문정동,,8,6688
문정동,,8,8377
문정동,,8,4949
문정동,,1,2063
문정동,,6,5764
문정동,,5,5067
문정동,,2,1889
문정동,,10,7264
문정동,,9,13538
문정동,,5,4373
문정동,,3,2739
문정동,,3,2475
문정동,,1,226
문정동,,5,6390
문정동,,5,4177
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,3,3386
문정동,,2,1464
문정동,,2,772
문정동,,2,117
문정동,,10,5892
문정동,,4,3712
문정동,,2,2850
문정동,,6,5336
문정동,,5,4463
문정동,,4,3881
문정동,,4,1155
문정동,,3,5837
문정동,,3,54
문정동,,2,3319
문정동,,1,238
문정동,,0,1762
문정동,,7,10977
문정동,,4,5080
문정동,,4,3953
문정동,,4,3656
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,3,2482
문정동,,2,2214
문정동,,2,1801
문정동,,5,1499
문정동,,4,712
문정동,,3,462
문정동,,2,512
문정동,,1,3740
문정동,,1,2306
문정동,,1,1709
문정동,,1,1362
문정동,,1,113
문정동,,4,4136
문정동,,4,3288
문정동,,5,3094
문정동,,3,2583
문정동,,2,1726
문정동,,2,444
문정동,,2,211
문정동,,1,259
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,1,139
문정동,,1,21
문정동,,5,4247
문정동,,4,4573
문정동,,4,2056
문정동,,3,2597
문정동,,3,2586
문정동,,3,1419
문정동,,3,466
문정동,,3,273
문정동,,1,2128
문정동,,1,1500
문정동,,1,46
문정동,,0,1681
문정동,,6,8000
문정동,,4,663
문정동,,3,4536
문정동,,3,631
문정동,,2,1858
문정동,,2,583
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,2,454
문정동,,2,240
문정동,,1,3289
문정동,,1,1505
문정동,,1,1087
문정동,,1,788
문정동,,1,766
문정동,,1,117
문정동,,9,2378
문정동,,5,3161
문정동,,5,3047
문정동,,4,7772
문정동,,4,3305
문정동,,3,2754
문정동,,2,1641
문정동,,2,701
문정동,,1,3159
문정동,,1,1958
문정동,,1,1801
문정동,,1,297
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,6,4249
문정동,,3,2408
문정동,,3,996
문정동,,2,7953
문정동,,2,3186
문정동,,2,544
문정동,,2,458
문정동,,1,2044
문정동,,1,1121
문정동,,1,744
문정동,,1,431
문정동,,1,333
문정동,,1,287
문정동,,1,203
문정동,,1,74
문정동,,4,836
문정동,,3,4227
문정동,,3,2593
문정동,,3,2503
문정동,,2,3191
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,2,2484
문정동,,2,1864
문정동,,2,1837
문정동,,2,1559
문정동,,1,3061
문정동,,1,1972
문정동,,1,1656
문정동,,1,1641
문정동,,1,1560
문정동,,1,1427
문정동,,1,606
문정동,,1,269
문정동,,1,167
문정동,,1,161
문정동,,1,58
문정동,,0,1991
문정동,,4,4902
문정동,,4,4622
문정동,,4,3017
문정동,,4,2805
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,2,3545
문정동,,2,1841
문정동,,2,1650
문정동,,2,1064
문정동,,2,756
문정동,,2,721
문정동,,2,412
문정동,,2,392
문정동,,2,342
문정동,,2,217
문정동,,2,34
문정동,,1,1915
문정동,,1,1824
문정동,,1,1772
문정동,,1,1605
문정동,,1,1536
문정동,,1,973
문정동,,1,751
문정동,,1,606
문정동,,1,448
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
문정동,,,
미아동,4.0,8,7593
미아동,4.0,12,15540
미아동,3.9,26,16765
미아동,3.8,27,18583
미아동,3.8,22,34054
미아동,3.8,11,14848
미아동,3.2,22,11453
미아동,,1,2494
미아동,,1,4364
미아동,,4,5759
미아동,,10,9279
미아동,,3,535
미아동,,12,10922
미아동,,6,2575
미아동,,6,10140
미아동,,1,2993
미아동,,4,5307
미아동,,4,1785
미아동,,2,6527
미아동,,17,17426
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,5,2813
미아동,,5,6455
미아동,,5,330
미아동,,8,5326
미아동,,11,10144
미아동,,7,20057
미아동,,9,6774
미아동,,5,9394
미아동,,0,1750
미아동,,1,547
미아동,,1,510
미아동,,6,6296
미아동,,3,2898
미아동,,2,2934
미아동,,1,645
미아동,,1,187
미아동,,8,6672
미아동,,8,7210
미아동,,3,692
미아동,,2,2690
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,1,3045
미아동,,0,762
미아동,,5,7546
미아동,,5,2848
미아동,,0,2875
미아동,,4,9736
미아동,,4,5051
미아동,,3,2300
미아동,,3,1125
미아동,,3,831
미아동,,2,4455
미아동,,1,2990
미아동,,1,1290
미아동,,6,4398
미아동,,5,4408
미아동,,3,1878
미아동,,3,1100
미아동,,3,3987
미아동,,2,3267
미아동,,2,1906
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,2,320
미아동,,1,3811
미아동,,1,1209
미아동,,1,130
미아동,,6,3621
미아동,,5,5228
미아동,,5,3971
미아동,,2,7225
미아동,,2,1639
미아동,,1,2570
미아동,,1,1938
미아동,,1,823
미아동,,5,2994
미아동,,4,5385
미아동,,3,498
미아동,,2,5395
미아동,,2,2050
미아동,,2,159
미아동,,1,4544
미아동,,1,9
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,3,2267
미아동,,3,100
미아동,,2,1236
미아동,,2,422
미아동,,1,2407
미아동,,1,974
미아동,,1,904
미아동,,1,689
미아동,,1,493
미아동,,1,207
미아동,,1,136
미아동,,0,329
미아동,,7,2912
미아동,,5,3497
미아동,,3,2805
미아동,,3,1616
미아동,,3,1033
미아동,,2,4287
미아동,,2,1426
미아동,,2,481
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,1,1735
미아동,,2,1711
미아동,,1,1587
미아동,,1,1546
미아동,,1,779
미아동,,1,356
미아동,,1,250
미아동,,1,223
미아동,,1,96
미아동,,0,4554
미아동,,4,3034
미아동,,1,1528
미아동,,1,975
미아동,,1,661
미아동,,1,480
미아동,,1,467
미아동,,1,466
미아동,,1,208
미아동,,3,1958
미아동,,2,2514
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,2,636
미아동,,1,15268
미아동,,1,1348
미아동,,1,587
미아동,,1,582
미아동,,1,582
미아동,,1,323
미아동,,1,81
미아동,,0,1162
미아동,,0,873
미아동,,6,3885
미아동,,4,3754
미아동,,3,4195
미아동,,3,2407
미아동,,3,1443
미아동,,2,3500
미아동,,2,3314
미아동,,2,1591
미아동,,2,1334
미아동,,1,3129
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
미아동,,,
